,forecast_date,target,target_end_date,location,type,quantile,value
4698,2020-07-20,3 wk ahead cum death,2020-08-08,32,point,,725.035012360403
4699,2020-07-20,3 wk ahead inc case,2020-08-08,32,point,,15671.0260472558
4700,2020-07-20,3 wk ahead inc death,2020-08-08,32,point,,24.2938256590795
4753,2020-07-20,4 wk ahead cum death,2020-08-15,32,point,,748.159646071601
4754,2020-07-20,4 wk ahead inc case,2020-08-15,32,point,,20342.437850148897
4755,2020-07-20,4 wk ahead inc death,2020-08-15,32,point,,23.1246337111983
4802,2020-07-20,1 wk ahead cum death,2020-07-25,33,point,,407.446493850894
4803,2020-07-20,1 wk ahead inc death,2020-07-25,33,point,,9.4464938508936
4850,2020-07-20,2 wk ahead cum death,2020-08-01,33,point,,415.44519649258103
4851,2020-07-20,2 wk ahead inc death,2020-08-01,33,point,,7.99870264168703
4898,2020-07-20,3 wk ahead cum death,2020-08-08,33,point,,421.91304970224604
4899,2020-07-20,3 wk ahead inc death,2020-08-08,33,point,,6.46785320966558
4946,2020-07-20,4 wk ahead cum death,2020-08-15,33,point,,427.198568937146
4947,2020-07-20,4 wk ahead inc death,2020-08-15,33,point,,5.28551923489988
5000,2020-07-20,1 wk ahead cum death,2020-07-25,35,point,,593.558115041743
5001,2020-07-20,1 wk ahead inc case,2020-07-25,35,point,,1537.17612991302
5002,2020-07-20,1 wk ahead inc death,2020-07-25,35,point,,22.558115041742802
5055,2020-07-20,2 wk ahead cum death,2020-08-01,35,point,,616.568461525278
5056,2020-07-20,2 wk ahead inc case,2020-08-01,35,point,,1974.67394811601
5057,2020-07-20,2 wk ahead inc death,2020-08-01,35,point,,23.010346483535
5110,2020-07-20,3 wk ahead cum death,2020-08-08,35,point,,637.5334955564041
5111,2020-07-20,3 wk ahead inc case,2020-08-08,35,point,,2088.34261002937
5112,2020-07-20,3 wk ahead inc death,2020-08-08,35,point,,20.965034031126603
5165,2020-07-20,4 wk ahead cum death,2020-08-15,35,point,,656.661543823258
5166,2020-07-20,4 wk ahead inc case,2020-08-15,35,point,,2236.1768633315696
5167,2020-07-20,4 wk ahead inc death,2020-08-15,35,point,,19.1280482668537
5220,2020-07-20,1 wk ahead cum death,2020-07-25,37,point,,1736.8219321425101
5221,2020-07-20,1 wk ahead inc case,2020-07-25,37,point,,14550.7392986636
5222,2020-07-20,1 wk ahead inc death,2020-07-25,37,point,,84.8219321425054
5275,2020-07-20,2 wk ahead cum death,2020-08-01,37,point,,1839.3491776969
5276,2020-07-20,2 wk ahead inc case,2020-08-01,37,point,,18778.0685972255
5277,2020-07-20,2 wk ahead inc death,2020-08-01,37,point,,102.52724555439
5330,2020-07-20,3 wk ahead cum death,2020-08-08,37,point,,1939.0250863109802
5331,2020-07-20,3 wk ahead inc case,2020-08-08,37,point,,21631.3294561298
5332,2020-07-20,3 wk ahead inc death,2020-08-08,37,point,,99.6759086140889
5385,2020-07-20,4 wk ahead cum death,2020-08-15,37,point,,2038.7486162906
5386,2020-07-20,4 wk ahead inc case,2020-08-15,37,point,,24849.063120202598
5387,2020-07-20,4 wk ahead inc death,2020-08-15,37,point,,99.723529979618
5440,2020-07-20,1 wk ahead cum death,2020-07-25,39,point,,3241.5743108056
5441,2020-07-20,1 wk ahead inc case,2020-07-25,39,point,,7281.337731401701
5442,2020-07-20,1 wk ahead inc death,2020-07-25,39,point,,67.5743108055985
5495,2020-07-20,2 wk ahead cum death,2020-08-01,39,point,,3333.24422898103
5496,2020-07-20,2 wk ahead inc case,2020-08-01,39,point,,9683.57528836695
5497,2020-07-20,2 wk ahead inc death,2020-08-01,39,point,,91.6699181754275
5550,2020-07-20,3 wk ahead cum death,2020-08-08,39,point,,3412.48404951292
5551,2020-07-20,3 wk ahead inc case,2020-08-08,39,point,,10388.8688493848
5552,2020-07-20,3 wk ahead inc death,2020-08-08,39,point,,79.23982053188959
5605,2020-07-20,4 wk ahead cum death,2020-08-15,39,point,,3481.5222309591304
5606,2020-07-20,4 wk ahead inc case,2020-08-15,39,point,,11299.8253428682
5607,2020-07-20,4 wk ahead inc death,2020-08-15,39,point,,69.0381814462139
5660,2020-07-20,1 wk ahead cum death,2020-07-25,42,point,,7132.67920071515
5661,2020-07-20,1 wk ahead inc case,2020-07-25,42,point,,2863.13477179382
5662,2020-07-20,1 wk ahead inc death,2020-07-25,42,point,,110.67920071514601
5715,2020-07-20,2 wk ahead cum death,2020-08-01,42,point,,7220.35819837077
5716,2020-07-20,2 wk ahead inc case,2020-08-01,42,point,,3597.0774741853998
5717,2020-07-20,2 wk ahead inc death,2020-08-01,42,point,,87.6789976556283
5770,2020-07-20,3 wk ahead cum death,2020-08-08,42,point,,7289.450201841941
5771,2020-07-20,3 wk ahead inc case,2020-08-08,42,point,,3220.11076995978
5772,2020-07-20,3 wk ahead inc death,2020-08-08,42,point,,69.0920034711653
5825,2020-07-20,4 wk ahead cum death,2020-08-15,42,point,,7343.2820733339695
5826,2020-07-20,4 wk ahead inc case,2020-08-15,42,point,,3004.74647287081
5827,2020-07-20,4 wk ahead inc death,2020-08-15,42,point,,53.831871492028796
5880,2020-07-20,1 wk ahead cum death,2020-07-25,44,point,,1012.09231408672
