,target_end_date,country,quantile,value,location,forecast_date,type,state,target
8508,2020-06-15,US,,176,15,2020-05-25,point,HI,21 day ahead cum death
8532,2020-06-16,US,,192,15,2020-05-25,point,HI,22 day ahead cum death
8556,2020-06-17,US,,211,15,2020-05-25,point,HI,23 day ahead cum death
8580,2020-06-18,US,,231,15,2020-05-25,point,HI,24 day ahead cum death
8604,2020-06-19,US,,255,15,2020-05-25,point,HI,25 day ahead cum death
8640,2020-06-20,US,,282,15,2020-05-25,point,HI,26 day ahead cum death
8641,2020-06-20,US,,282,15,2020-05-25,point,HI,4 wk ahead cum death
8676,2020-06-21,US,,312,15,2020-05-25,point,HI,27 day ahead cum death
8700,2020-06-22,US,,347,15,2020-05-25,point,HI,28 day ahead cum death
8724,2020-06-23,US,,385,15,2020-05-25,point,HI,29 day ahead cum death
8748,2020-06-24,US,,429,15,2020-05-25,point,HI,30 day ahead cum death
8772,2020-06-25,US,,478,15,2020-05-25,point,HI,31 day ahead cum death
8796,2020-06-26,US,,532,15,2020-05-25,point,HI,32 day ahead cum death
8832,2020-06-27,US,,593,15,2020-05-25,point,HI,33 day ahead cum death
8833,2020-06-27,US,,593,15,2020-05-25,point,HI,5 wk ahead cum death
8868,2020-06-28,US,,661,15,2020-05-25,point,HI,34 day ahead cum death
8892,2020-06-29,US,,736,15,2020-05-25,point,HI,35 day ahead cum death
8916,2020-06-30,US,,818,15,2020-05-25,point,HI,36 day ahead cum death
8940,2020-07-01,US,,908,15,2020-05-25,point,HI,37 day ahead cum death
8964,2020-07-02,US,,1006,15,2020-05-25,point,HI,38 day ahead cum death
8988,2020-07-03,US,,1113,15,2020-05-25,point,HI,39 day ahead cum death
9024,2020-07-04,US,,1228,15,2020-05-25,point,HI,40 day ahead cum death
9025,2020-07-04,US,,1228,15,2020-05-25,point,HI,6 wk ahead cum death
9060,2020-07-05,US,,1353,15,2020-05-25,point,HI,41 day ahead cum death
9084,2020-07-06,US,,1485,15,2020-05-25,point,HI,42 day ahead cum death
9108,2020-07-07,US,,1627,15,2020-05-25,point,HI,43 day ahead cum death
9132,2020-07-08,US,,1776,15,2020-05-25,point,HI,44 day ahead cum death
9156,2020-07-09,US,,1933,15,2020-05-25,point,HI,45 day ahead cum death
9180,2020-07-10,US,,2097,15,2020-05-25,point,HI,46 day ahead cum death
9216,2020-07-11,US,,2266,15,2020-05-25,point,HI,47 day ahead cum death
9217,2020-07-11,US,,2266,15,2020-05-25,point,HI,7 wk ahead cum death
9252,2020-05-25,US,,494,19,2020-05-25,point,IA,0 day ahead cum death
9276,2020-05-26,US,,512,19,2020-05-25,point,IA,1 day ahead cum death
9300,2020-05-27,US,,527,19,2020-05-25,point,IA,2 day ahead cum death
9324,2020-05-28,US,,540,19,2020-05-25,point,IA,3 day ahead cum death
9348,2020-05-29,US,,553,19,2020-05-25,point,IA,4 day ahead cum death
9384,2020-05-30,US,,566,19,2020-05-25,point,IA,5 day ahead cum death
9385,2020-05-30,US,,566,19,2020-05-25,point,IA,1 wk ahead cum death
9420,2020-05-31,US,,579,19,2020-05-25,point,IA,6 day ahead cum death
9444,2020-06-01,US,,592,19,2020-05-25,point,IA,7 day ahead cum death
9468,2020-06-02,US,,605,19,2020-05-25,point,IA,8 day ahead cum death
9492,2020-06-03,US,,619,19,2020-05-25,point,IA,9 day ahead cum death
9516,2020-06-04,US,,632,19,2020-05-25,point,IA,10 day ahead cum death
9540,2020-06-05,US,,646,19,2020-05-25,point,IA,11 day ahead cum death
9576,2020-06-06,US,,660,19,2020-05-25,point,IA,12 day ahead cum death
9577,2020-06-06,US,,660,19,2020-05-25,point,IA,2 wk ahead cum death
9612,2020-06-07,US,,674,19,2020-05-25,point,IA,13 day ahead cum death
9636,2020-06-08,US,,688,19,2020-05-25,point,IA,14 day ahead cum death
9660,2020-06-09,US,,703,19,2020-05-25,point,IA,15 day ahead cum death
9684,2020-06-10,US,,718,19,2020-05-25,point,IA,16 day ahead cum death
9708,2020-06-11,US,,733,19,2020-05-25,point,IA,17 day ahead cum death
9732,2020-06-12,US,,748,19,2020-05-25,point,IA,18 day ahead cum death
9768,2020-06-13,US,,763,19,2020-05-25,point,IA,19 day ahead cum death
9769,2020-06-13,US,,763,19,2020-05-25,point,IA,3 wk ahead cum death
9804,2020-06-14,US,,779,19,2020-05-25,point,IA,20 day ahead cum death
9828,2020-06-15,US,,795,19,2020-05-25,point,IA,21 day ahead cum death
9852,2020-06-16,US,,810,19,2020-05-25,point,IA,22 day ahead cum death
9876,2020-06-17,US,,827,19,2020-05-25,point,IA,23 day ahead cum death
9900,2020-06-18,US,,843,19,2020-05-25,point,IA,24 day ahead cum death
9924,2020-06-19,US,,859,19,2020-05-25,point,IA,25 day ahead cum death
9960,2020-06-20,US,,876,19,2020-05-25,point,IA,26 day ahead cum death
9961,2020-06-20,US,,876,19,2020-05-25,point,IA,4 wk ahead cum death
9996,2020-06-21,US,,892,19,2020-05-25,point,IA,27 day ahead cum death
10020,2020-06-22,US,,909,19,2020-05-25,point,IA,28 day ahead cum death
10044,2020-06-23,US,,926,19,2020-05-25,point,IA,29 day ahead cum death
10068,2020-06-24,US,,943,19,2020-05-25,point,IA,30 day ahead cum death
10092,2020-06-25,US,,961,19,2020-05-25,point,IA,31 day ahead cum death
10116,2020-06-26,US,,978,19,2020-05-25,point,IA,32 day ahead cum death
10152,2020-06-27,US,,995,19,2020-05-25,point,IA,33 day ahead cum death
10153,2020-06-27,US,,995,19,2020-05-25,point,IA,5 wk ahead cum death
10188,2020-06-28,US,,1013,19,2020-05-25,point,IA,34 day ahead cum death
10212,2020-06-29,US,,1030,19,2020-05-25,point,IA,35 day ahead cum death
10236,2020-06-30,US,,1048,19,2020-05-25,point,IA,36 day ahead cum death
10260,2020-07-01,US,,1066,19,2020-05-25,point,IA,37 day ahead cum death
10284,2020-07-02,US,,1084,19,2020-05-25,point,IA,38 day ahead cum death
10308,2020-07-03,US,,1102,19,2020-05-25,point,IA,39 day ahead cum death
10344,2020-07-04,US,,1120,19,2020-05-25,point,IA,40 day ahead cum death
10345,2020-07-04,US,,1120,19,2020-05-25,point,IA,6 wk ahead cum death
10380,2020-07-05,US,,1138,19,2020-05-25,point,IA,41 day ahead cum death
10404,2020-07-06,US,,1156,19,2020-05-25,point,IA,42 day ahead cum death
10428,2020-07-07,US,,1174,19,2020-05-25,point,IA,43 day ahead cum death
10452,2020-07-08,US,,1192,19,2020-05-25,point,IA,44 day ahead cum death
10476,2020-07-09,US,,1210,19,2020-05-25,point,IA,45 day ahead cum death
10500,2020-07-10,US,,1229,19,2020-05-25,point,IA,46 day ahead cum death
10536,2020-07-11,US,,1247,19,2020-05-25,point,IA,47 day ahead cum death
10537,2020-07-11,US,,1247,19,2020-05-25,point,IA,7 wk ahead cum death
10572,2020-05-25,US,,5009,17,2020-05-25,point,IL,0 day ahead cum death
10596,2020-05-26,US,,5124,17,2020-05-25,point,IL,1 day ahead cum death
10620,2020-05-27,US,,5245,17,2020-05-25,point,IL,2 day ahead cum death
10644,2020-05-28,US,,5370,17,2020-05-25,point,IL,3 day ahead cum death
10668,2020-05-29,US,,5498,17,2020-05-25,point,IL,4 day ahead cum death
10704,2020-05-30,US,,5626,17,2020-05-25,point,IL,5 day ahead cum death
10705,2020-05-30,US,,5626,17,2020-05-25,point,IL,1 wk ahead cum death
10740,2020-05-31,US,,5756,17,2020-05-25,point,IL,6 day ahead cum death
10764,2020-06-01,US,,5886,17,2020-05-25,point,IL,7 day ahead cum death
10788,2020-06-02,US,,6017,17,2020-05-25,point,IL,8 day ahead cum death
10812,2020-06-03,US,,6148,17,2020-05-25,point,IL,9 day ahead cum death
10836,2020-06-04,US,,6279,17,2020-05-25,point,IL,10 day ahead cum death
10860,2020-06-05,US,,6410,17,2020-05-25,point,IL,11 day ahead cum death
10896,2020-06-06,US,,6541,17,2020-05-25,point,IL,12 day ahead cum death
10897,2020-06-06,US,,6541,17,2020-05-25,point,IL,2 wk ahead cum death
10932,2020-06-07,US,,6672,17,2020-05-25,point,IL,13 day ahead cum death
10956,2020-06-08,US,,6803,17,2020-05-25,point,IL,14 day ahead cum death
10980,2020-06-09,US,,6934,17,2020-05-25,point,IL,15 day ahead cum death
11004,2020-06-10,US,,7065,17,2020-05-25,point,IL,16 day ahead cum death
11028,2020-06-11,US,,7195,17,2020-05-25,point,IL,17 day ahead cum death
11052,2020-06-12,US,,7326,17,2020-05-25,point,IL,18 day ahead cum death
11088,2020-06-13,US,,7456,17,2020-05-25,point,IL,19 day ahead cum death
11089,2020-06-13,US,,7456,17,2020-05-25,point,IL,3 wk ahead cum death
11124,2020-06-14,US,,7586,17,2020-05-25,point,IL,20 day ahead cum death
11148,2020-06-15,US,,7715,17,2020-05-25,point,IL,21 day ahead cum death
11172,2020-06-16,US,,7844,17,2020-05-25,point,IL,22 day ahead cum death
11196,2020-06-17,US,,7972,17,2020-05-25,point,IL,23 day ahead cum death
11220,2020-06-18,US,,8100,17,2020-05-25,point,IL,24 day ahead cum death
11244,2020-06-19,US,,8226,17,2020-05-25,point,IL,25 day ahead cum death
11280,2020-06-20,US,,8353,17,2020-05-25,point,IL,26 day ahead cum death
11281,2020-06-20,US,,8353,17,2020-05-25,point,IL,4 wk ahead cum death
11316,2020-06-21,US,,8479,17,2020-05-25,point,IL,27 day ahead cum death
11340,2020-06-22,US,,8604,17,2020-05-25,point,IL,28 day ahead cum death
11364,2020-06-23,US,,8728,17,2020-05-25,point,IL,29 day ahead cum death
11388,2020-06-24,US,,8851,17,2020-05-25,point,IL,30 day ahead cum death
11412,2020-06-25,US,,8973,17,2020-05-25,point,IL,31 day ahead cum death
11436,2020-06-26,US,,9095,17,2020-05-25,point,IL,32 day ahead cum death
11472,2020-06-27,US,,9215,17,2020-05-25,point,IL,33 day ahead cum death
11473,2020-06-27,US,,9215,17,2020-05-25,point,IL,5 wk ahead cum death
11508,2020-06-28,US,,9335,17,2020-05-25,point,IL,34 day ahead cum death
11532,2020-06-29,US,,9453,17,2020-05-25,point,IL,35 day ahead cum death
11556,2020-06-30,US,,9570,17,2020-05-25,point,IL,36 day ahead cum death
11580,2020-07-01,US,,9686,17,2020-05-25,point,IL,37 day ahead cum death
11604,2020-07-02,US,,9802,17,2020-05-25,point,IL,38 day ahead cum death
11628,2020-07-03,US,,9916,17,2020-05-25,point,IL,39 day ahead cum death
11664,2020-07-04,US,,10028,17,2020-05-25,point,IL,40 day ahead cum death
11665,2020-07-04,US,,10028,17,2020-05-25,point,IL,6 wk ahead cum death
11700,2020-07-05,US,,10140,17,2020-05-25,point,IL,41 day ahead cum death
11724,2020-07-06,US,,10250,17,2020-05-25,point,IL,42 day ahead cum death
11748,2020-07-07,US,,10359,17,2020-05-25,point,IL,43 day ahead cum death
11772,2020-07-08,US,,10466,17,2020-05-25,point,IL,44 day ahead cum death
11796,2020-07-09,US,,10573,17,2020-05-25,point,IL,45 day ahead cum death
11820,2020-07-10,US,,10678,17,2020-05-25,point,IL,46 day ahead cum death
11856,2020-07-11,US,,10781,17,2020-05-25,point,IL,47 day ahead cum death
11857,2020-07-11,US,,10781,17,2020-05-25,point,IL,7 wk ahead cum death
11892,2020-05-25,US,,1898,18,2020-05-25,point,IN,0 day ahead cum death
11916,2020-05-26,US,,1934,18,2020-05-25,point,IN,1 day ahead cum death
11940,2020-05-27,US,,1967,18,2020-05-25,point,IN,2 day ahead cum death
11964,2020-05-28,US,,2001,18,2020-05-25,point,IN,3 day ahead cum death
11988,2020-05-29,US,,2036,18,2020-05-25,point,IN,4 day ahead cum death
12024,2020-05-30,US,,2071,18,2020-05-25,point,IN,5 day ahead cum death
12025,2020-05-30,US,,2071,18,2020-05-25,point,IN,1 wk ahead cum death
12060,2020-05-31,US,,2107,18,2020-05-25,point,IN,6 day ahead cum death
12084,2020-06-01,US,,2143,18,2020-05-25,point,IN,7 day ahead cum death
12108,2020-06-02,US,,2180,18,2020-05-25,point,IN,8 day ahead cum death
12132,2020-06-03,US,,2217,18,2020-05-25,point,IN,9 day ahead cum death
12156,2020-06-04,US,,2255,18,2020-05-25,point,IN,10 day ahead cum death
12180,2020-06-05,US,,2293,18,2020-05-25,point,IN,11 day ahead cum death
12216,2020-06-06,US,,2331,18,2020-05-25,point,IN,12 day ahead cum death
12217,2020-06-06,US,,2331,18,2020-05-25,point,IN,2 wk ahead cum death
12252,2020-06-07,US,,2369,18,2020-05-25,point,IN,13 day ahead cum death
12276,2020-06-08,US,,2407,18,2020-05-25,point,IN,14 day ahead cum death
12300,2020-06-09,US,,2446,18,2020-05-25,point,IN,15 day ahead cum death
12324,2020-06-10,US,,2484,18,2020-05-25,point,IN,16 day ahead cum death
12348,2020-06-11,US,,2523,18,2020-05-25,point,IN,17 day ahead cum death
12372,2020-06-12,US,,2561,18,2020-05-25,point,IN,18 day ahead cum death
12408,2020-06-13,US,,2599,18,2020-05-25,point,IN,19 day ahead cum death
12409,2020-06-13,US,,2599,18,2020-05-25,point,IN,3 wk ahead cum death
12444,2020-06-14,US,,2638,18,2020-05-25,point,IN,20 day ahead cum death
12468,2020-06-15,US,,2676,18,2020-05-25,point,IN,21 day ahead cum death
12492,2020-06-16,US,,2714,18,2020-05-25,point,IN,22 day ahead cum death
12516,2020-06-17,US,,2752,18,2020-05-25,point,IN,23 day ahead cum death
12540,2020-06-18,US,,2791,18,2020-05-25,point,IN,24 day ahead cum death
12564,2020-06-19,US,,2828,18,2020-05-25,point,IN,25 day ahead cum death
12600,2020-06-20,US,,2866,18,2020-05-25,point,IN,26 day ahead cum death
12601,2020-06-20,US,,2866,18,2020-05-25,point,IN,4 wk ahead cum death
12636,2020-06-21,US,,2904,18,2020-05-25,point,IN,27 day ahead cum death
12660,2020-06-22,US,,2942,18,2020-05-25,point,IN,28 day ahead cum death
12684,2020-06-23,US,,2979,18,2020-05-25,point,IN,29 day ahead cum death
12708,2020-06-24,US,,3016,18,2020-05-25,point,IN,30 day ahead cum death
12732,2020-06-25,US,,3053,18,2020-05-25,point,IN,31 day ahead cum death
12756,2020-06-26,US,,3090,18,2020-05-25,point,IN,32 day ahead cum death
12792,2020-06-27,US,,3127,18,2020-05-25,point,IN,33 day ahead cum death
12793,2020-06-27,US,,3127,18,2020-05-25,point,IN,5 wk ahead cum death
12828,2020-06-28,US,,3163,18,2020-05-25,point,IN,34 day ahead cum death
12852,2020-06-29,US,,3200,18,2020-05-25,point,IN,35 day ahead cum death
12876,2020-06-30,US,,3236,18,2020-05-25,point,IN,36 day ahead cum death
12900,2020-07-01,US,,3272,18,2020-05-25,point,IN,37 day ahead cum death
12924,2020-07-02,US,,3308,18,2020-05-25,point,IN,38 day ahead cum death
12948,2020-07-03,US,,3343,18,2020-05-25,point,IN,39 day ahead cum death
12984,2020-07-04,US,,3378,18,2020-05-25,point,IN,40 day ahead cum death
12985,2020-07-04,US,,3378,18,2020-05-25,point,IN,6 wk ahead cum death
13020,2020-07-05,US,,3414,18,2020-05-25,point,IN,41 day ahead cum death
13044,2020-07-06,US,,3448,18,2020-05-25,point,IN,42 day ahead cum death
13068,2020-07-07,US,,3483,18,2020-05-25,point,IN,43 day ahead cum death
13092,2020-07-08,US,,3517,18,2020-05-25,point,IN,44 day ahead cum death
13116,2020-07-09,US,,3551,18,2020-05-25,point,IN,45 day ahead cum death
13140,2020-07-10,US,,3585,18,2020-05-25,point,IN,46 day ahead cum death
13176,2020-07-11,US,,3619,18,2020-05-25,point,IN,47 day ahead cum death
13177,2020-07-11,US,,3619,18,2020-05-25,point,IN,7 wk ahead cum death
13212,2020-05-25,US,,225,20,2020-05-25,point,KS,0 day ahead cum death
13236,2020-05-26,US,,232,20,2020-05-25,point,KS,1 day ahead cum death
13260,2020-05-27,US,,237,20,2020-05-25,point,KS,2 day ahead cum death
13284,2020-05-28,US,,242,20,2020-05-25,point,KS,3 day ahead cum death
13308,2020-05-29,US,,246,20,2020-05-25,point,KS,4 day ahead cum death
13344,2020-05-30,US,,249,20,2020-05-25,point,KS,5 day ahead cum death
13345,2020-05-30,US,,249,20,2020-05-25,point,KS,1 wk ahead cum death
13380,2020-05-31,US,,252,20,2020-05-25,point,KS,6 day ahead cum death
13404,2020-06-01,US,,255,20,2020-05-25,point,KS,7 day ahead cum death
13428,2020-06-02,US,,257,20,2020-05-25,point,KS,8 day ahead cum death
13452,2020-06-03,US,,260,20,2020-05-25,point,KS,9 day ahead cum death
13476,2020-06-04,US,,262,20,2020-05-25,point,KS,10 day ahead cum death
13500,2020-06-05,US,,264,20,2020-05-25,point,KS,11 day ahead cum death
13536,2020-06-06,US,,266,20,2020-05-25,point,KS,12 day ahead cum death
13537,2020-06-06,US,,266,20,2020-05-25,point,KS,2 wk ahead cum death
13572,2020-06-07,US,,269,20,2020-05-25,point,KS,13 day ahead cum death
13596,2020-06-08,US,,270,20,2020-05-25,point,KS,14 day ahead cum death
13620,2020-06-09,US,,272,20,2020-05-25,point,KS,15 day ahead cum death
13644,2020-06-10,US,,274,20,2020-05-25,point,KS,16 day ahead cum death
13668,2020-06-11,US,,276,20,2020-05-25,point,KS,17 day ahead cum death
13692,2020-06-12,US,,278,20,2020-05-25,point,KS,18 day ahead cum death
13728,2020-06-13,US,,279,20,2020-05-25,point,KS,19 day ahead cum death
13729,2020-06-13,US,,279,20,2020-05-25,point,KS,3 wk ahead cum death
13764,2020-06-14,US,,281,20,2020-05-25,point,KS,20 day ahead cum death
13788,2020-06-15,US,,283,20,2020-05-25,point,KS,21 day ahead cum death
13812,2020-06-16,US,,284,20,2020-05-25,point,KS,22 day ahead cum death
13836,2020-06-17,US,,286,20,2020-05-25,point,KS,23 day ahead cum death
13860,2020-06-18,US,,287,20,2020-05-25,point,KS,24 day ahead cum death
13884,2020-06-19,US,,289,20,2020-05-25,point,KS,25 day ahead cum death
13920,2020-06-20,US,,290,20,2020-05-25,point,KS,26 day ahead cum death
13921,2020-06-20,US,,290,20,2020-05-25,point,KS,4 wk ahead cum death
13956,2020-06-21,US,,292,20,2020-05-25,point,KS,27 day ahead cum death
13980,2020-06-22,US,,293,20,2020-05-25,point,KS,28 day ahead cum death
14004,2020-06-23,US,,294,20,2020-05-25,point,KS,29 day ahead cum death
14028,2020-06-24,US,,296,20,2020-05-25,point,KS,30 day ahead cum death
14052,2020-06-25,US,,297,20,2020-05-25,point,KS,31 day ahead cum death
14076,2020-06-26,US,,298,20,2020-05-25,point,KS,32 day ahead cum death
14112,2020-06-27,US,,299,20,2020-05-25,point,KS,33 day ahead cum death
14113,2020-06-27,US,,299,20,2020-05-25,point,KS,5 wk ahead cum death
14148,2020-06-28,US,,301,20,2020-05-25,point,KS,34 day ahead cum death
14172,2020-06-29,US,,302,20,2020-05-25,point,KS,35 day ahead cum death
14196,2020-06-30,US,,303,20,2020-05-25,point,KS,36 day ahead cum death
14220,2020-07-01,US,,304,20,2020-05-25,point,KS,37 day ahead cum death
14244,2020-07-02,US,,305,20,2020-05-25,point,KS,38 day ahead cum death
14268,2020-07-03,US,,306,20,2020-05-25,point,KS,39 day ahead cum death
14304,2020-07-04,US,,307,20,2020-05-25,point,KS,40 day ahead cum death
14305,2020-07-04,US,,307,20,2020-05-25,point,KS,6 wk ahead cum death
14340,2020-07-05,US,,308,20,2020-05-25,point,KS,41 day ahead cum death
14364,2020-07-06,US,,309,20,2020-05-25,point,KS,42 day ahead cum death
14388,2020-07-07,US,,310,20,2020-05-25,point,KS,43 day ahead cum death
14412,2020-07-08,US,,311,20,2020-05-25,point,KS,44 day ahead cum death
14436,2020-07-09,US,,312,20,2020-05-25,point,KS,45 day ahead cum death
14460,2020-07-10,US,,313,20,2020-05-25,point,KS,46 day ahead cum death
14496,2020-07-11,US,,314,20,2020-05-25,point,KS,47 day ahead cum death
14497,2020-07-11,US,,314,20,2020-05-25,point,KS,7 wk ahead cum death
14532,2020-05-25,US,,2636,22,2020-05-25,point,LA,0 day ahead cum death
14556,2020-05-26,US,,2667,22,2020-05-25,point,LA,1 day ahead cum death
14580,2020-05-27,US,,2695,22,2020-05-25,point,LA,2 day ahead cum death
14604,2020-05-28,US,,2722,22,2020-05-25,point,LA,3 day ahead cum death
14628,2020-05-29,US,,2749,22,2020-05-25,point,LA,4 day ahead cum death
14664,2020-05-30,US,,2775,22,2020-05-25,point,LA,5 day ahead cum death
14665,2020-05-30,US,,2775,22,2020-05-25,point,LA,1 wk ahead cum death
14700,2020-05-31,US,,2801,22,2020-05-25,point,LA,6 day ahead cum death
14724,2020-06-01,US,,2828,22,2020-05-25,point,LA,7 day ahead cum death
14748,2020-06-02,US,,2853,22,2020-05-25,point,LA,8 day ahead cum death
14772,2020-06-03,US,,2879,22,2020-05-25,point,LA,9 day ahead cum death
14796,2020-06-04,US,,2904,22,2020-05-25,point,LA,10 day ahead cum death
14820,2020-06-05,US,,2928,22,2020-05-25,point,LA,11 day ahead cum death
14856,2020-06-06,US,,2953,22,2020-05-25,point,LA,12 day ahead cum death
14857,2020-06-06,US,,2953,22,2020-05-25,point,LA,2 wk ahead cum death
14892,2020-06-07,US,,2977,22,2020-05-25,point,LA,13 day ahead cum death
14916,2020-06-08,US,,3000,22,2020-05-25,point,LA,14 day ahead cum death
14940,2020-06-09,US,,3023,22,2020-05-25,point,LA,15 day ahead cum death
14964,2020-06-10,US,,3046,22,2020-05-25,point,LA,16 day ahead cum death
14988,2020-06-11,US,,3067,22,2020-05-25,point,LA,17 day ahead cum death
15012,2020-06-12,US,,3088,22,2020-05-25,point,LA,18 day ahead cum death
15048,2020-06-13,US,,3109,22,2020-05-25,point,LA,19 day ahead cum death
15049,2020-06-13,US,,3109,22,2020-05-25,point,LA,3 wk ahead cum death
15084,2020-06-14,US,,3130,22,2020-05-25,point,LA,20 day ahead cum death
15108,2020-06-15,US,,3150,22,2020-05-25,point,LA,21 day ahead cum death
15132,2020-06-16,US,,3169,22,2020-05-25,point,LA,22 day ahead cum death
15156,2020-06-17,US,,3188,22,2020-05-25,point,LA,23 day ahead cum death
15180,2020-06-18,US,,3207,22,2020-05-25,point,LA,24 day ahead cum death
15204,2020-06-19,US,,3225,22,2020-05-25,point,LA,25 day ahead cum death
15240,2020-06-20,US,,3242,22,2020-05-25,point,LA,26 day ahead cum death
15241,2020-06-20,US,,3242,22,2020-05-25,point,LA,4 wk ahead cum death
15276,2020-06-21,US,,3259,22,2020-05-25,point,LA,27 day ahead cum death
15300,2020-06-22,US,,3276,22,2020-05-25,point,LA,28 day ahead cum death
15324,2020-06-23,US,,3292,22,2020-05-25,point,LA,29 day ahead cum death
15348,2020-06-24,US,,3308,22,2020-05-25,point,LA,30 day ahead cum death
15372,2020-06-25,US,,3323,22,2020-05-25,point,LA,31 day ahead cum death
15396,2020-06-26,US,,3339,22,2020-05-25,point,LA,32 day ahead cum death
15432,2020-06-27,US,,3353,22,2020-05-25,point,LA,33 day ahead cum death
