,Unnamed: 0,forecast_date,target,target_end_date,location,type,quantile,value
14681,963,2020-06-14,21 day ahead inc death,2020-07-05,10,point,,1.3339090938630849
14682,964,2020-06-14,22 day ahead inc death,2020-07-06,10,point,,1.3080097461992088
14683,965,2020-06-14,23 day ahead inc death,2020-07-07,10,point,,1.2521357001017135
14684,966,2020-06-14,24 day ahead inc death,2020-07-08,10,point,,1.1927162973626373
14685,967,2020-06-14,25 day ahead inc death,2020-07-09,10,point,,1.1555965456964044
14686,968,2020-06-14,26 day ahead inc death,2020-07-10,10,point,,1.1387118548274977
14687,969,2020-06-14,27 day ahead inc death,2020-07-11,10,point,,1.1224973986542677
14780,948,2020-06-14,1 wk ahead cum death,2020-06-20,10,point,,437.5440667180328
14781,955,2020-06-14,2 wk ahead cum death,2020-06-27,10,point,,451.17076166319794
14782,962,2020-06-14,3 wk ahead cum death,2020-07-04,10,point,,461.58291565628923
14783,969,2020-06-14,4 wk ahead cum death,2020-07-11,10,point,,470.08649229299414
14876,115,2020-06-14,1 wk ahead inc death,2020-06-20,10,point,,18.54406671803288
14877,116,2020-06-14,2 wk ahead inc death,2020-06-27,10,point,,13.626694945165053
14878,117,2020-06-14,3 wk ahead inc death,2020-07-04,10,point,,10.412153993091328
14879,118,2020-06-14,4 wk ahead inc death,2020-07-11,10,point,,8.503576636704814
15501,943,2020-06-14,1 day ahead cum death,2020-06-15,12,point,,2968.417281972781
15502,944,2020-06-14,2 day ahead cum death,2020-06-16,12,point,,3029.2699877946143
15503,945,2020-06-14,3 day ahead cum death,2020-06-17,12,point,,3082.543780375059
15504,946,2020-06-14,4 day ahead cum death,2020-06-18,12,point,,3135.661204972467
15505,947,2020-06-14,5 day ahead cum death,2020-06-19,12,point,,3182.474085970568
15506,948,2020-06-14,6 day ahead cum death,2020-06-20,12,point,,3233.5331842345795
15507,949,2020-06-14,7 day ahead cum death,2020-06-21,12,point,,3274.383569249398
15508,950,2020-06-14,8 day ahead cum death,2020-06-22,12,point,,3327.528503115033
15509,951,2020-06-14,9 day ahead cum death,2020-06-23,12,point,,3392.459753103031
15510,952,2020-06-14,10 day ahead cum death,2020-06-24,12,point,,3454.890053315194
15511,953,2020-06-14,11 day ahead cum death,2020-06-25,12,point,,3515.905850408385
15512,954,2020-06-14,12 day ahead cum death,2020-06-26,12,point,,3574.396573259704
15513,955,2020-06-14,13 day ahead cum death,2020-06-27,12,point,,3630.834267167809
15514,956,2020-06-14,14 day ahead cum death,2020-06-28,12,point,,3685.123631246962
15515,957,2020-06-14,15 day ahead cum death,2020-06-29,12,point,,3748.068435564781
15516,958,2020-06-14,16 day ahead cum death,2020-06-30,12,point,,3816.4898665130395
15517,959,2020-06-14,17 day ahead cum death,2020-07-01,12,point,,3883.867914316628
15518,960,2020-06-14,18 day ahead cum death,2020-07-02,12,point,,3950.619949524694
15519,961,2020-06-14,19 day ahead cum death,2020-07-03,12,point,,4016.829773030556
15520,962,2020-06-14,20 day ahead cum death,2020-07-04,12,point,,4082.8796552839135
15521,963,2020-06-14,21 day ahead cum death,2020-07-05,12,point,,4150.270987879798
15522,964,2020-06-14,22 day ahead cum death,2020-07-06,12,point,,4223.746554453661
15523,965,2020-06-14,23 day ahead cum death,2020-07-07,12,point,,4300.318124162992
15524,966,2020-06-14,24 day ahead cum death,2020-07-08,12,point,,4376.577286571735
15525,967,2020-06-14,25 day ahead cum death,2020-07-09,12,point,,4452.5190728632815
15526,968,2020-06-14,26 day ahead cum death,2020-07-10,12,point,,4528.209197381068
15527,969,2020-06-14,27 day ahead cum death,2020-07-11,12,point,,4604.222036244028
16149,943,2020-06-14,1 day ahead inc death,2020-06-15,12,point,,37.417281972780856
16150,944,2020-06-14,2 day ahead inc death,2020-06-16,12,point,,60.85270582183336
16151,945,2020-06-14,3 day ahead inc death,2020-06-17,12,point,,53.27379258044447
16152,946,2020-06-14,4 day ahead inc death,2020-06-18,12,point,,53.117424597408416
16153,947,2020-06-14,5 day ahead inc death,2020-06-19,12,point,,46.81288099810028
16154,948,2020-06-14,6 day ahead inc death,2020-06-20,12,point,,51.05909826401222
16155,949,2020-06-14,7 day ahead inc death,2020-06-21,12,point,,40.85038501481873
16156,950,2020-06-14,8 day ahead inc death,2020-06-22,12,point,,53.144933865634506
16157,951,2020-06-14,9 day ahead inc death,2020-06-23,12,point,,64.9312499879981
16158,952,2020-06-14,10 day ahead inc death,2020-06-24,12,point,,62.43030021216313
16159,953,2020-06-14,11 day ahead inc death,2020-06-25,12,point,,61.01579709319043
16160,954,2020-06-14,12 day ahead inc death,2020-06-26,12,point,,58.49072285131931
16161,955,2020-06-14,13 day ahead inc death,2020-06-27,12,point,,56.437693908105146
16162,956,2020-06-14,14 day ahead inc death,2020-06-28,12,point,,54.289364079152186
16163,957,2020-06-14,15 day ahead inc death,2020-06-29,12,point,,62.94480431782007
16164,958,2020-06-14,16 day ahead inc death,2020-06-30,12,point,,68.42143094825883
16165,959,2020-06-14,17 day ahead inc death,2020-07-01,12,point,,67.37804780358749
16166,960,2020-06-14,18 day ahead inc death,2020-07-02,12,point,,66.75203520806686
16167,961,2020-06-14,19 day ahead inc death,2020-07-03,12,point,,66.20982350586158
16168,962,2020-06-14,20 day ahead inc death,2020-07-04,12,point,,66.04988225335724
16169,963,2020-06-14,21 day ahead inc death,2020-07-05,12,point,,67.39133259588453
16170,964,2020-06-14,22 day ahead inc death,2020-07-06,12,point,,73.47556657386353
16171,965,2020-06-14,23 day ahead inc death,2020-07-07,12,point,,76.57156970933138
16172,966,2020-06-14,24 day ahead inc death,2020-07-08,12,point,,76.25916240874335
16173,967,2020-06-14,25 day ahead inc death,2020-07-09,12,point,,75.94178629154685
16174,968,2020-06-14,26 day ahead inc death,2020-07-10,12,point,,75.69012451778742
16175,969,2020-06-14,27 day ahead inc death,2020-07-11,12,point,,76.01283886295703
16268,948,2020-06-14,1 wk ahead cum death,2020-06-20,12,point,,3233.5331842345795
16269,955,2020-06-14,2 wk ahead cum death,2020-06-27,12,point,,3630.834267167809
16270,962,2020-06-14,3 wk ahead cum death,2020-07-04,12,point,,4082.8796552839135
16271,969,2020-06-14,4 wk ahead cum death,2020-07-11,12,point,,4604.222036244028
16364,115,2020-06-14,1 wk ahead inc death,2020-06-20,12,point,,308.53318423457955
16365,116,2020-06-14,2 wk ahead inc death,2020-06-27,12,point,,397.3010829332292
16366,117,2020-06-14,3 wk ahead inc death,2020-07-04,12,point,,452.0453881161042
16367,118,2020-06-14,4 wk ahead inc death,2020-07-11,12,point,,521.3423809601139
16989,943,2020-06-14,1 day ahead cum death,2020-06-15,13,point,,2485.2239245688197
16990,944,2020-06-14,2 day ahead cum death,2020-06-16,13,point,,2521.381192632713
16991,945,2020-06-14,3 day ahead cum death,2020-06-17,13,point,,2558.238035024321
16992,946,2020-06-14,4 day ahead cum death,2020-06-18,13,point,,2594.907566114187
16993,947,2020-06-14,5 day ahead cum death,2020-06-19,13,point,,2632.0436758344435
16994,948,2020-06-14,6 day ahead cum death,2020-06-20,13,point,,2669.7715991962555
16995,949,2020-06-14,7 day ahead cum death,2020-06-21,13,point,,2708.804526546187
16996,950,2020-06-14,8 day ahead cum death,2020-06-22,13,point,,2749.0626528352514
16997,951,2020-06-14,9 day ahead cum death,2020-06-23,13,point,,2790.1544505897887
16998,952,2020-06-14,10 day ahead cum death,2020-06-24,13,point,,2832.2293379908742
16999,953,2020-06-14,11 day ahead cum death,2020-06-25,13,point,,2874.518484327786
17000,954,2020-06-14,12 day ahead cum death,2020-06-26,13,point,,2917.6539278545683
17001,955,2020-06-14,13 day ahead cum death,2020-06-27,13,point,,2961.024206997256
17002,956,2020-06-14,14 day ahead cum death,2020-06-28,13,point,,3005.261591722813
17003,957,2020-06-14,15 day ahead cum death,2020-06-29,13,point,,3050.445824284235
17004,958,2020-06-14,16 day ahead cum death,2020-06-30,13,point,,3096.5197010014112
17005,959,2020-06-14,17 day ahead cum death,2020-07-01,13,point,,3143.50996615641
17006,960,2020-06-14,18 day ahead cum death,2020-07-02,13,point,,3191.5130636599083
17007,961,2020-06-14,19 day ahead cum death,2020-07-03,13,point,,3240.580493688248
17008,962,2020-06-14,20 day ahead cum death,2020-07-04,13,point,,3290.758165754224
17009,963,2020-06-14,21 day ahead cum death,2020-07-05,13,point,,3342.037792208809
17010,964,2020-06-14,22 day ahead cum death,2020-07-06,13,point,,3394.386303179295
17011,965,2020-06-14,23 day ahead cum death,2020-07-07,13,point,,3447.7706811157746
17012,966,2020-06-14,24 day ahead cum death,2020-07-08,13,point,,3502.1169676352624
17013,967,2020-06-14,25 day ahead cum death,2020-07-09,13,point,,3557.3860914751704
17014,968,2020-06-14,26 day ahead cum death,2020-07-10,13,point,,3613.4635495002112
17015,969,2020-06-14,27 day ahead cum death,2020-07-11,13,point,,3670.2590695916456
17637,943,2020-06-14,1 day ahead inc death,2020-06-15,13,point,,34.2239245688202
17638,944,2020-06-14,2 day ahead inc death,2020-06-16,13,point,,36.157268063893305
17639,945,2020-06-14,3 day ahead inc death,2020-06-17,13,point,,36.85684239160713
17640,946,2020-06-14,4 day ahead inc death,2020-06-18,13,point,,36.66953108986647
17641,947,2020-06-14,5 day ahead inc death,2020-06-19,13,point,,37.13610972025665
17642,948,2020-06-14,6 day ahead inc death,2020-06-20,13,point,,37.727923361812
17643,949,2020-06-14,7 day ahead inc death,2020-06-21,13,point,,39.03292734993139
17644,950,2020-06-14,8 day ahead inc death,2020-06-22,13,point,,40.25812628906417
17645,951,2020-06-14,9 day ahead inc death,2020-06-23,13,point,,41.091797754537694
17646,952,2020-06-14,10 day ahead inc death,2020-06-24,13,point,,42.07488740108476
17647,953,2020-06-14,11 day ahead inc death,2020-06-25,13,point,,42.289146336912644
17648,954,2020-06-14,12 day ahead inc death,2020-06-26,13,point,,43.135443526782055
17649,955,2020-06-14,13 day ahead inc death,2020-06-27,13,point,,43.370279142687785
17650,956,2020-06-14,14 day ahead inc death,2020-06-28,13,point,,44.237384725557014
17651,957,2020-06-14,15 day ahead inc death,2020-06-29,13,point,,45.18423256142191
17652,958,2020-06-14,16 day ahead inc death,2020-06-30,13,point,,46.073876717175814
17653,959,2020-06-14,17 day ahead inc death,2020-07-01,13,point,,46.990265154999065
17654,960,2020-06-14,18 day ahead inc death,2020-07-02,13,point,,48.00309750349797
17655,961,2020-06-14,19 day ahead inc death,2020-07-03,13,point,,49.06743002834013
17656,962,2020-06-14,20 day ahead inc death,2020-07-04,13,point,,50.177672065975436
17657,963,2020-06-14,21 day ahead inc death,2020-07-05,13,point,,51.2796264545855
17658,964,2020-06-14,22 day ahead inc death,2020-07-06,13,point,,52.34851097048586
17659,965,2020-06-14,23 day ahead inc death,2020-07-07,13,point,,53.3843779364797
17660,966,2020-06-14,24 day ahead inc death,2020-07-08,13,point,,54.346286519487705
17661,967,2020-06-14,25 day ahead inc death,2020-07-09,13,point,,55.26912383990725
17662,968,2020-06-14,26 day ahead inc death,2020-07-10,13,point,,56.07745802504085
17663,969,2020-06-14,27 day ahead inc death,2020-07-11,13,point,,56.79552009143529
17756,948,2020-06-14,1 wk ahead cum death,2020-06-20,13,point,,2669.7715991962555
17757,955,2020-06-14,2 wk ahead cum death,2020-06-27,13,point,,2961.024206997256
17758,962,2020-06-14,3 wk ahead cum death,2020-07-04,13,point,,3290.758165754224
17759,969,2020-06-14,4 wk ahead cum death,2020-07-11,13,point,,3670.2590695916456
17852,115,2020-06-14,1 wk ahead inc death,2020-06-20,13,point,,222.7715991962557
17853,116,2020-06-14,2 wk ahead inc death,2020-06-27,13,point,,291.2526078010005
17854,117,2020-06-14,3 wk ahead inc death,2020-07-04,13,point,,329.7339587569673
17855,118,2020-06-14,4 wk ahead inc death,2020-07-11,13,point,,379.500903837422
18477,943,2020-06-14,1 day ahead cum death,2020-06-15,19,point,,660.4289794751817
18478,944,2020-06-14,2 day ahead cum death,2020-06-16,19,point,,667.8527665424093
18479,945,2020-06-14,3 day ahead cum death,2020-06-17,19,point,,675.7673390232659
18480,946,2020-06-14,4 day ahead cum death,2020-06-18,19,point,,683.2071512867217
18481,947,2020-06-14,5 day ahead cum death,2020-06-19,19,point,,689.5928277118413
18482,948,2020-06-14,6 day ahead cum death,2020-06-20,19,point,,697.1636195097345
18483,949,2020-06-14,7 day ahead cum death,2020-06-21,19,point,,705.2873917403421
18484,950,2020-06-14,8 day ahead cum death,2020-06-22,19,point,,712.7905658846357
18485,951,2020-06-14,9 day ahead cum death,2020-06-23,19,point,,720.5530494871664
18486,952,2020-06-14,10 day ahead cum death,2020-06-24,19,point,,728.2916503963147
18487,953,2020-06-14,11 day ahead cum death,2020-06-25,19,point,,735.5759800405066
18488,954,2020-06-14,12 day ahead cum death,2020-06-26,19,point,,742.8080642588803
18489,955,2020-06-14,13 day ahead cum death,2020-06-27,19,point,,750.2933655221813
18490,956,2020-06-14,14 day ahead cum death,2020-06-28,19,point,,757.584743528311
18491,957,2020-06-14,15 day ahead cum death,2020-06-29,19,point,,764.6805854228969
18492,958,2020-06-14,16 day ahead cum death,2020-06-30,19,point,,771.8021293813832
18493,959,2020-06-14,17 day ahead cum death,2020-07-01,19,point,,778.7288943590186
18494,960,2020-06-14,18 day ahead cum death,2020-07-02,19,point,,785.4836860167926
18495,961,2020-06-14,19 day ahead cum death,2020-07-03,19,point,,792.2644426824428
18496,962,2020-06-14,20 day ahead cum death,2020-07-04,19,point,,798.9786165438992
18497,963,2020-06-14,21 day ahead cum death,2020-07-05,19,point,,805.5132811673682
18498,964,2020-06-14,22 day ahead cum death,2020-07-06,19,point,,811.9518900151422
18499,965,2020-06-14,23 day ahead cum death,2020-07-07,19,point,,818.2660047620731
18500,966,2020-06-14,24 day ahead cum death,2020-07-08,19,point,,824.3990629693016
18501,967,2020-06-14,25 day ahead cum death,2020-07-09,19,point,,830.4099664466986
18502,968,2020-06-14,26 day ahead cum death,2020-07-10,19,point,,836.3184603192027
18503,969,2020-06-14,27 day ahead cum death,2020-07-11,19,point,,842.0773073634751
19125,943,2020-06-14,1 day ahead inc death,2020-06-15,19,point,,8.428979475181729
19126,944,2020-06-14,2 day ahead inc death,2020-06-16,19,point,,7.423787067227571
19127,945,2020-06-14,3 day ahead inc death,2020-06-17,19,point,,7.914572480856626
19128,946,2020-06-14,4 day ahead inc death,2020-06-18,19,point,,7.4398122634556065
19129,947,2020-06-14,5 day ahead inc death,2020-06-19,19,point,,6.385676425119794
19130,948,2020-06-14,6 day ahead inc death,2020-06-20,19,point,,7.5707917978931825
19131,949,2020-06-14,7 day ahead inc death,2020-06-21,19,point,,8.123772230607567
19132,950,2020-06-14,8 day ahead inc death,2020-06-22,19,point,,7.5031741442938
19133,951,2020-06-14,9 day ahead inc death,2020-06-23,19,point,,7.762483602530577
19134,952,2020-06-14,10 day ahead inc death,2020-06-24,19,point,,7.738600909148224
19135,953,2020-06-14,11 day ahead inc death,2020-06-25,19,point,,7.284329644191946
19136,954,2020-06-14,12 day ahead inc death,2020-06-26,19,point,,7.232084218373876
19137,955,2020-06-14,13 day ahead inc death,2020-06-27,19,point,,7.485301263300816
19138,956,2020-06-14,14 day ahead inc death,2020-06-28,19,point,,7.291378006129693
19139,957,2020-06-14,15 day ahead inc death,2020-06-29,19,point,,7.095841894585887
19140,958,2020-06-14,16 day ahead inc death,2020-06-30,19,point,,7.1215439584863605
19141,959,2020-06-14,17 day ahead inc death,2020-07-01,19,point,,6.926764977635353
19142,960,2020-06-14,18 day ahead inc death,2020-07-02,19,point,,6.754791657774043
19143,961,2020-06-14,19 day ahead inc death,2020-07-03,19,point,,6.780756665650178
19144,962,2020-06-14,20 day ahead inc death,2020-07-04,19,point,,6.714173861456352
19145,963,2020-06-14,21 day ahead inc death,2020-07-05,19,point,,6.534664623468911
19146,964,2020-06-14,22 day ahead inc death,2020-07-06,19,point,,6.438608847774327
19147,965,2020-06-14,23 day ahead inc death,2020-07-07,19,point,,6.314114746930595
19148,966,2020-06-14,24 day ahead inc death,2020-07-08,19,point,,6.133058207228548
19149,967,2020-06-14,25 day ahead inc death,2020-07-09,19,point,,6.010903477397046
19150,968,2020-06-14,26 day ahead inc death,2020-07-10,19,point,,5.908493872504224
19151,969,2020-06-14,27 day ahead inc death,2020-07-11,19,point,,5.75884704427245
19244,948,2020-06-14,1 wk ahead cum death,2020-06-20,19,point,,697.1636195097345
19245,955,2020-06-14,2 wk ahead cum death,2020-06-27,19,point,,750.2933655221813
19246,962,2020-06-14,3 wk ahead cum death,2020-07-04,19,point,,798.9786165438992
19247,969,2020-06-14,4 wk ahead cum death,2020-07-11,19,point,,842.0773073634751
19340,115,2020-06-14,1 wk ahead inc death,2020-06-20,19,point,,47.163619509734495
19341,116,2020-06-14,2 wk ahead inc death,2020-06-27,19,point,,53.12974601244682
19342,117,2020-06-14,3 wk ahead inc death,2020-07-04,19,point,,48.68525102171786
19343,118,2020-06-14,4 wk ahead inc death,2020-07-11,19,point,,43.0986908195761
19965,943,2020-06-14,1 day ahead cum death,2020-06-15,16,point,,87.98841542549368
19966,944,2020-06-14,2 day ahead cum death,2020-06-16,16,point,,88.64638439225378
19967,945,2020-06-14,3 day ahead cum death,2020-06-17,16,point,,89.24752600982332
19968,946,2020-06-14,4 day ahead cum death,2020-06-18,16,point,,90.25699665592569
19969,947,2020-06-14,5 day ahead cum death,2020-06-19,16,point,,90.97878452768684
19970,948,2020-06-14,6 day ahead cum death,2020-06-20,16,point,,91.56710635058072
19971,949,2020-06-14,7 day ahead cum death,2020-06-21,16,point,,92.3698055056435
19972,950,2020-06-14,8 day ahead cum death,2020-06-22,16,point,,93.13083405824152
19973,951,2020-06-14,9 day ahead cum death,2020-06-23,16,point,,93.87234194058
19974,952,2020-06-14,10 day ahead cum death,2020-06-24,16,point,,94.7036423722742
19975,953,2020-06-14,11 day ahead cum death,2020-06-25,16,point,,95.6083437289413
19976,954,2020-06-14,12 day ahead cum death,2020-06-26,16,point,,96.40147221216594
19977,955,2020-06-14,13 day ahead cum death,2020-06-27,16,point,,97.2791358115883
19978,956,2020-06-14,14 day ahead cum death,2020-06-28,16,point,,98.18133811479342
19979,957,2020-06-14,15 day ahead cum death,2020-06-29,16,point,,99.07880532501696
19980,958,2020-06-14,16 day ahead cum death,2020-06-30,16,point,,100.00758412033251
19981,959,2020-06-14,17 day ahead cum death,2020-07-01,16,point,,100.95814750330742
19982,960,2020-06-14,18 day ahead cum death,2020-07-02,16,point,,101.9094849990163
19983,961,2020-06-14,19 day ahead cum death,2020-07-03,16,point,,102.88071063321762
19984,962,2020-06-14,20 day ahead cum death,2020-07-04,16,point,,103.8801402867123
19985,963,2020-06-14,21 day ahead cum death,2020-07-05,16,point,,104.89832626002872
19986,964,2020-06-14,22 day ahead cum death,2020-07-06,16,point,,105.9414848868947
19987,965,2020-06-14,23 day ahead cum death,2020-07-07,16,point,,107.0121627511602
19988,966,2020-06-14,24 day ahead cum death,2020-07-08,16,point,,108.10470892969911
19989,967,2020-06-14,25 day ahead cum death,2020-07-09,16,point,,109.21450161429388
19990,968,2020-06-14,26 day ahead cum death,2020-07-10,16,point,,110.34989164864143
19991,969,2020-06-14,27 day ahead cum death,2020-07-11,16,point,,111.50552432107658
20613,943,2020-06-14,1 day ahead inc death,2020-06-15,16,point,,0.9884154254936888
20614,944,2020-06-14,2 day ahead inc death,2020-06-16,16,point,,0.6579689667600912
20615,945,2020-06-14,3 day ahead inc death,2020-06-17,16,point,,0.6011416175695543
20616,946,2020-06-14,4 day ahead inc death,2020-06-18,16,point,,1.0094706461023506
20617,947,2020-06-14,5 day ahead inc death,2020-06-19,16,point,,0.721787871761149
20618,948,2020-06-14,6 day ahead inc death,2020-06-20,16,point,,0.5883218228938701
20619,949,2020-06-14,7 day ahead inc death,2020-06-21,16,point,,0.8026991550627861
20620,950,2020-06-14,8 day ahead inc death,2020-06-22,16,point,,0.7610285525980324
20621,951,2020-06-14,9 day ahead inc death,2020-06-23,16,point,,0.7415078823384786
20622,952,2020-06-14,10 day ahead inc death,2020-06-24,16,point,,0.8313004316941864
20623,953,2020-06-14,11 day ahead inc death,2020-06-25,16,point,,0.904701356667128
20624,954,2020-06-14,12 day ahead inc death,2020-06-26,16,point,,0.7931284832246428
20625,955,2020-06-14,13 day ahead inc death,2020-06-27,16,point,,0.8776635994223729
20626,956,2020-06-14,14 day ahead inc death,2020-06-28,16,point,,0.9022023032050496
20627,957,2020-06-14,15 day ahead inc death,2020-06-29,16,point,,0.8974672102235755
20628,958,2020-06-14,16 day ahead inc death,2020-06-30,16,point,,0.9287787953155282
20629,959,2020-06-14,17 day ahead inc death,2020-07-01,16,point,,0.9505633829749248
20630,960,2020-06-14,18 day ahead inc death,2020-07-02,16,point,,0.9513374957088871
20631,961,2020-06-14,19 day ahead inc death,2020-07-03,16,point,,0.9712256342013182
20632,962,2020-06-14,20 day ahead inc death,2020-07-04,16,point,,0.9994296534946899
20633,963,2020-06-14,21 day ahead inc death,2020-07-05,16,point,,1.018185973316394
20634,964,2020-06-14,22 day ahead inc death,2020-07-06,16,point,,1.0431586268659874
20635,965,2020-06-14,23 day ahead inc death,2020-07-07,16,point,,1.0706778642654955
20636,966,2020-06-14,24 day ahead inc death,2020-07-08,16,point,,1.092546178538932
20637,967,2020-06-14,25 day ahead inc death,2020-07-09,16,point,,1.1097926845947417
20638,968,2020-06-14,26 day ahead inc death,2020-07-10,16,point,,1.1353900343475771
20639,969,2020-06-14,27 day ahead inc death,2020-07-11,16,point,,1.1556326724351451
20732,948,2020-06-14,1 wk ahead cum death,2020-06-20,16,point,,91.56710635058072
20733,955,2020-06-14,2 wk ahead cum death,2020-06-27,16,point,,97.2791358115883
20734,962,2020-06-14,3 wk ahead cum death,2020-07-04,16,point,,103.8801402867123
20735,969,2020-06-14,4 wk ahead cum death,2020-07-11,16,point,,111.50552432107658
20828,115,2020-06-14,1 wk ahead inc death,2020-06-20,16,point,,4.5671063505807075
20829,116,2020-06-14,2 wk ahead inc death,2020-06-27,16,point,,5.712029461007629
20830,117,2020-06-14,3 wk ahead inc death,2020-07-04,16,point,,6.6010044751239745
20831,118,2020-06-14,4 wk ahead inc death,2020-07-11,16,point,,7.625384034364273
21453,943,2020-06-14,1 day ahead cum death,2020-06-15,17,point,,6340.324776075433
21454,944,2020-06-14,2 day ahead cum death,2020-06-16,17,point,,6403.0872736448755
21455,945,2020-06-14,3 day ahead cum death,2020-06-17,17,point,,6463.490399617607
21456,946,2020-06-14,4 day ahead cum death,2020-06-18,17,point,,6526.903813605579
21457,947,2020-06-14,5 day ahead cum death,2020-06-19,17,point,,6574.812252997664
21458,948,2020-06-14,6 day ahead cum death,2020-06-20,17,point,,6600.968411935197
21459,949,2020-06-14,7 day ahead cum death,2020-06-21,17,point,,6625.6210745466105
21460,950,2020-06-14,8 day ahead cum death,2020-06-22,17,point,,6657.277000699699
21461,951,2020-06-14,9 day ahead cum death,2020-06-23,17,point,,6704.697589381317
21462,952,2020-06-14,10 day ahead cum death,2020-06-24,17,point,,6754.00874398148
21463,953,2020-06-14,11 day ahead cum death,2020-06-25,17,point,,6801.814983805486
21464,954,2020-06-14,12 day ahead cum death,2020-06-26,17,point,,6838.676548906442
21465,955,2020-06-14,13 day ahead cum death,2020-06-27,17,point,,6863.287608264419
21466,956,2020-06-14,14 day ahead cum death,2020-06-28,17,point,,6887.19023607967
21467,957,2020-06-14,15 day ahead cum death,2020-06-29,17,point,,6917.202970160715
21468,958,2020-06-14,16 day ahead cum death,2020-06-30,17,point,,6956.526846917646
21469,959,2020-06-14,17 day ahead cum death,2020-07-01,17,point,,6997.6036349716505
21470,960,2020-06-14,18 day ahead cum death,2020-07-02,17,point,,7036.255145794497
21471,961,2020-06-14,19 day ahead cum death,2020-07-03,17,point,,7066.602886284047
21472,962,2020-06-14,20 day ahead cum death,2020-07-04,17,point,,7089.854987946156
21473,963,2020-06-14,21 day ahead cum death,2020-07-05,17,point,,7113.3427139000305
21474,964,2020-06-14,22 day ahead cum death,2020-07-06,17,point,,7142.041317875212
21475,965,2020-06-14,23 day ahead cum death,2020-07-07,17,point,,7176.914608930468
21476,966,2020-06-14,24 day ahead cum death,2020-07-08,17,point,,7213.17111593867
21477,967,2020-06-14,25 day ahead cum death,2020-07-09,17,point,,7246.774173658091
21478,968,2020-06-14,26 day ahead cum death,2020-07-10,17,point,,7274.20652089784
21479,969,2020-06-14,27 day ahead cum death,2020-07-11,17,point,,7297.229432967331
22101,943,2020-06-14,1 day ahead inc death,2020-06-15,17,point,,32.32477607543298
22102,944,2020-06-14,2 day ahead inc death,2020-06-16,17,point,,62.76249756944289
22103,945,2020-06-14,3 day ahead inc death,2020-06-17,17,point,,60.40312597273305
22104,946,2020-06-14,4 day ahead inc death,2020-06-18,17,point,,63.41341398797015
22105,947,2020-06-14,5 day ahead inc death,2020-06-19,17,point,,47.908439392085256
22106,948,2020-06-14,6 day ahead inc death,2020-06-20,17,point,,26.15615893753309
22107,949,2020-06-14,7 day ahead inc death,2020-06-21,17,point,,24.652662611413714
22108,950,2020-06-14,8 day ahead inc death,2020-06-22,17,point,,31.655926153088078
22109,951,2020-06-14,9 day ahead inc death,2020-06-23,17,point,,47.42058868161799
22110,952,2020-06-14,10 day ahead inc death,2020-06-24,17,point,,49.31115460016265
22111,953,2020-06-14,11 day ahead inc death,2020-06-25,17,point,,47.80623982400653
22112,954,2020-06-14,12 day ahead inc death,2020-06-26,17,point,,36.86156510095586
22113,955,2020-06-14,13 day ahead inc death,2020-06-27,17,point,,24.611059357977428
22114,956,2020-06-14,14 day ahead inc death,2020-06-28,17,point,,23.902627815252426
22115,957,2020-06-14,15 day ahead inc death,2020-06-29,17,point,,30.0127340810437
22116,958,2020-06-14,16 day ahead inc death,2020-06-30,17,point,,39.32387675693218
22117,959,2020-06-14,17 day ahead inc death,2020-07-01,17,point,,41.07678805400229
22118,960,2020-06-14,18 day ahead inc death,2020-07-02,17,point,,38.65151082284765
22119,961,2020-06-14,19 day ahead inc death,2020-07-03,17,point,,30.347740489549164
22120,962,2020-06-14,20 day ahead inc death,2020-07-04,17,point,,23.252101662109837
22121,963,2020-06-14,21 day ahead inc death,2020-07-05,17,point,,23.48772595387494
22122,964,2020-06-14,22 day ahead inc death,2020-07-06,17,point,,28.698603975179733
22123,965,2020-06-14,23 day ahead inc death,2020-07-07,17,point,,34.873291055257056
22124,966,2020-06-14,24 day ahead inc death,2020-07-08,17,point,,36.25650700820269
22125,967,2020-06-14,25 day ahead inc death,2020-07-09,17,point,,33.6030577194198
22126,968,2020-06-14,26 day ahead inc death,2020-07-10,17,point,,27.432347239750708
22127,969,2020-06-14,27 day ahead inc death,2020-07-11,17,point,,23.02291206949078
22220,948,2020-06-14,1 wk ahead cum death,2020-06-20,17,point,,6600.968411935197
22221,955,2020-06-14,2 wk ahead cum death,2020-06-27,17,point,,6863.287608264419
22222,962,2020-06-14,3 wk ahead cum death,2020-07-04,17,point,,7089.854987946156
22223,969,2020-06-14,4 wk ahead cum death,2020-07-11,17,point,,7297.229432967331
22316,115,2020-06-14,1 wk ahead inc death,2020-06-20,17,point,,311.96841193519697
22317,116,2020-06-14,2 wk ahead inc death,2020-06-27,17,point,,262.31919632922217
22318,117,2020-06-14,3 wk ahead inc death,2020-07-04,17,point,,226.56737968173726
22319,118,2020-06-14,4 wk ahead inc death,2020-07-11,17,point,,207.3744450211757
22941,943,2020-06-14,1 day ahead cum death,2020-06-15,18,point,,2439.473735011547
22942,944,2020-06-14,2 day ahead cum death,2020-06-16,18,point,,2458.500948868337
22943,945,2020-06-14,3 day ahead cum death,2020-06-17,18,point,,2475.856932272651
22944,946,2020-06-14,4 day ahead cum death,2020-06-18,18,point,,2494.537467039003
