,location,target,type,quantile,forecast_date,target_end_date,value
143,19,2 wk ahead inc death,point,,2020-04-20,2020-05-02,20.275408388143283
144,16,2 wk ahead inc death,point,,2020-04-20,2020-05-02,11.267172032691276
145,17,2 wk ahead inc death,point,,2020-04-20,2020-05-02,273.9624841402794
146,18,2 wk ahead inc death,point,,2020-04-20,2020-05-02,83.53402419813129
147,20,2 wk ahead inc death,point,,2020-04-20,2020-05-02,26.493676235067092
148,25,2 wk ahead inc death,point,,2020-04-20,2020-05-02,185.88949763956927
149,24,2 wk ahead inc death,point,,2020-04-20,2020-05-02,79.56349373685396
150,23,2 wk ahead inc death,point,,2020-04-20,2020-05-02,9.595284399878976
151,26,2 wk ahead inc death,point,,2020-04-20,2020-05-02,368.77099183766677
152,27,2 wk ahead inc death,point,,2020-04-20,2020-05-02,29.47187181917705
153,29,2 wk ahead inc death,point,,2020-04-20,2020-05-02,116.71223405163576
154,30,2 wk ahead inc death,point,,2020-04-20,2020-05-02,3.834856747166047
155,37,2 wk ahead inc death,point,,2020-04-20,2020-05-02,53.33685207192352
156,38,2 wk ahead inc death,point,,2020-04-20,2020-05-02,3.9440971563874685
157,31,2 wk ahead inc death,point,,2020-04-20,2020-05-02,11.756303751568026
158,33,2 wk ahead inc death,point,,2020-04-20,2020-05-02,9.22297212355739
159,34,2 wk ahead inc death,point,,2020-04-20,2020-05-02,412.94961120588835
160,35,2 wk ahead inc death,point,,2020-04-20,2020-05-02,8.86322982298501
161,32,2 wk ahead inc death,point,,2020-04-20,2020-05-02,42.9341948459905
162,36,2 wk ahead inc death,point,,2020-04-20,2020-05-02,1975.5840442488293
163,39,2 wk ahead inc death,point,,2020-04-20,2020-05-02,99.06262344202057
164,40,2 wk ahead inc death,point,,2020-04-20,2020-05-02,73.28086113738878
165,41,2 wk ahead inc death,point,,2020-04-20,2020-05-02,19.21308015909261
