,forecast_date,target,target_end_date,location,type,quantile,value
4319,2020-05-17,3 wk ahead inc death,2020-06-06,36,point,,1269.7322222222224
4343,2020-05-17,3 wk ahead inc death,2020-06-06,39,point,,727.4977777777777
4367,2020-05-17,3 wk ahead inc death,2020-06-06,40,point,,65.28
4391,2020-05-17,3 wk ahead inc death,2020-06-06,41,point,,51.7988888888889
4415,2020-05-17,3 wk ahead inc death,2020-06-06,42,point,,1548.2855555555554
4439,2020-05-17,3 wk ahead inc death,2020-06-06,72,point,,14.153333333333334
4463,2020-05-17,3 wk ahead inc death,2020-06-06,44,point,,42.456666666666656
4487,2020-05-17,3 wk ahead inc death,2020-06-06,45,point,,170.67666666666668
4511,2020-05-17,3 wk ahead inc death,2020-06-06,46,point,,75.21888888888887
4535,2020-05-17,3 wk ahead inc death,2020-06-06,47,point,,270.2866666666667
4559,2020-05-17,3 wk ahead inc death,2020-06-06,48,point,,1457.0344444444445
4583,2020-05-17,3 wk ahead inc death,2020-06-06,49,point,,119.12888888888891
4607,2020-05-17,3 wk ahead inc death,2020-06-06,51,point,,357.97777777777776
4631,2020-05-17,3 wk ahead inc death,2020-06-06,78,point,,1.9488888888888893
4655,2020-05-17,3 wk ahead inc death,2020-06-06,50,point,,8.84
4679,2020-05-17,3 wk ahead inc death,2020-06-06,53,point,,143.88444444444445
4703,2020-05-17,3 wk ahead inc death,2020-06-06,55,point,,190.26666666666668
4727,2020-05-17,3 wk ahead inc death,2020-06-06,54,point,,67.83888888888889
4751,2020-05-17,3 wk ahead inc death,2020-06-06,56,point,,14.403333333333334
4775,2020-05-17,4 wk ahead inc death,2020-06-13,02,point,,17.984444444444446
4799,2020-05-17,4 wk ahead inc death,2020-06-13,01,point,,619.7266666666667
4823,2020-05-17,4 wk ahead inc death,2020-06-13,05,point,,127.18777777777778
4847,2020-05-17,4 wk ahead inc death,2020-06-13,04,point,,577.6266666666667
4871,2020-05-17,4 wk ahead inc death,2020-06-13,06,point,,2022.2288888888888
4895,2020-05-17,4 wk ahead inc death,2020-06-13,08,point,,720.3555555555556
4919,2020-05-17,4 wk ahead inc death,2020-06-13,09,point,,334.4266666666667
4943,2020-05-17,4 wk ahead inc death,2020-06-13,11,point,,123.68666666666668
4967,2020-05-17,4 wk ahead inc death,2020-06-13,10,point,,167.69333333333333
4991,2020-05-17,4 wk ahead inc death,2020-06-13,12,point,,1155.201111111111
5015,2020-05-17,4 wk ahead inc death,2020-06-13,13,point,,909.3222222222223
5039,2020-05-17,4 wk ahead inc death,2020-06-13,66,point,,0.4733333333333333
5063,2020-05-17,4 wk ahead inc death,2020-06-13,15,point,,2.9722222222222223
5087,2020-05-17,4 wk ahead inc death,2020-06-13,19,point,,500.9344444444445
5111,2020-05-17,4 wk ahead inc death,2020-06-13,16,point,,107.58777777777777
5135,2020-05-17,4 wk ahead inc death,2020-06-13,17,point,,1499.588888888889
5159,2020-05-17,4 wk ahead inc death,2020-06-13,18,point,,1263.5533333333333
5183,2020-05-17,4 wk ahead inc death,2020-06-13,20,point,,227.6288888888889
5207,2020-05-17,4 wk ahead inc death,2020-06-13,21,point,,274.68222222222215
5231,2020-05-17,4 wk ahead inc death,2020-06-13,22,point,,372.52222222222224
5255,2020-05-17,4 wk ahead inc death,2020-06-13,25,point,,1342.0677777777778
5279,2020-05-17,4 wk ahead inc death,2020-06-13,24,point,,574.9477777777778
5303,2020-05-17,4 wk ahead inc death,2020-06-13,23,point,,16.31222222222222
5327,2020-05-17,4 wk ahead inc death,2020-06-13,26,point,,443.15
5351,2020-05-17,4 wk ahead inc death,2020-06-13,27,point,,480.0711111111111
5375,2020-05-17,4 wk ahead inc death,2020-06-13,29,point,,411.6944444444445
5399,2020-05-17,4 wk ahead inc death,2020-06-13,69,point,,0.20444444444444448
5423,2020-05-17,4 wk ahead inc death,2020-06-13,28,point,,489.66888888888883
