,quantile,value,type,location,target,forecast_date,target_end_date
4548,,921,point,53,2 wk ahead cum death,2020-05-03,2020-05-16
4572,,953,point,53,3 wk ahead cum death,2020-05-03,2020-05-23
4596,,976,point,53,4 wk ahead cum death,2020-05-03,2020-05-30
4620,,357,point,55,1 wk ahead cum death,2020-05-03,2020-05-09
4644,,379,point,55,2 wk ahead cum death,2020-05-03,2020-05-16
4668,,396,point,55,3 wk ahead cum death,2020-05-03,2020-05-23
4692,,408,point,55,4 wk ahead cum death,2020-05-03,2020-05-30
4716,,62,point,54,1 wk ahead cum death,2020-05-03,2020-05-09
4740,,73,point,54,2 wk ahead cum death,2020-05-03,2020-05-16
4764,,82,point,54,3 wk ahead cum death,2020-05-03,2020-05-23
4788,,90,point,54,4 wk ahead cum death,2020-05-03,2020-05-30
4812,,11,point,56,1 wk ahead cum death,2020-05-03,2020-05-09
4836,,14,point,56,2 wk ahead cum death,2020-05-03,2020-05-16
4860,,15,point,56,3 wk ahead cum death,2020-05-03,2020-05-23
4884,,17,point,56,4 wk ahead cum death,2020-05-03,2020-05-30
12,,0,point,2,1 wk ahead inc death,2020-05-10,2020-05-16
36,,0,point,2,2 wk ahead inc death,2020-05-10,2020-05-23
60,,0,point,2,3 wk ahead inc death,2020-05-10,2020-05-30
84,,0,point,2,4 wk ahead inc death,2020-05-10,2020-06-06
108,,96,point,1,1 wk ahead inc death,2020-05-10,2020-05-16
132,,100,point,1,2 wk ahead inc death,2020-05-10,2020-05-23
156,,97,point,1,3 wk ahead inc death,2020-05-10,2020-05-30
180,,96,point,1,4 wk ahead inc death,2020-05-10,2020-06-06
204,,17,point,5,1 wk ahead inc death,2020-05-10,2020-05-16
228,,16,point,5,2 wk ahead inc death,2020-05-10,2020-05-23
252,,15,point,5,3 wk ahead inc death,2020-05-10,2020-05-30
276,,13,point,5,4 wk ahead inc death,2020-05-10,2020-06-06
300,,184,point,4,1 wk ahead inc death,2020-05-10,2020-05-16
324,,210,point,4,2 wk ahead inc death,2020-05-10,2020-05-23
348,,232,point,4,3 wk ahead inc death,2020-05-10,2020-05-30
372,,234,point,4,4 wk ahead inc death,2020-05-10,2020-06-06
396,,453,point,6,1 wk ahead inc death,2020-05-10,2020-05-16
420,,417,point,6,2 wk ahead inc death,2020-05-10,2020-05-23
444,,383,point,6,3 wk ahead inc death,2020-05-10,2020-05-30
468,,330,point,6,4 wk ahead inc death,2020-05-10,2020-06-06
492,,116,point,8,1 wk ahead inc death,2020-05-10,2020-05-16
516,,89,point,8,2 wk ahead inc death,2020-05-10,2020-05-23
540,,72,point,8,3 wk ahead inc death,2020-05-10,2020-05-30
564,,54,point,8,4 wk ahead inc death,2020-05-10,2020-06-06
588,,374,point,9,1 wk ahead inc death,2020-05-10,2020-05-16
612,,286,point,9,2 wk ahead inc death,2020-05-10,2020-05-23
636,,212,point,9,3 wk ahead inc death,2020-05-10,2020-05-30
660,,158,point,9,4 wk ahead inc death,2020-05-10,2020-06-06
684,,81,point,11,1 wk ahead inc death,2020-05-10,2020-05-16
708,,85,point,11,2 wk ahead inc death,2020-05-10,2020-05-23
732,,88,point,11,3 wk ahead inc death,2020-05-10,2020-05-30
756,,90,point,11,4 wk ahead inc death,2020-05-10,2020-06-06
780,,41,point,10,1 wk ahead inc death,2020-05-10,2020-05-16
804,,32,point,10,2 wk ahead inc death,2020-05-10,2020-05-23
828,,23,point,10,3 wk ahead inc death,2020-05-10,2020-05-30
852,,16,point,10,4 wk ahead inc death,2020-05-10,2020-06-06
876,,274,point,12,1 wk ahead inc death,2020-05-10,2020-05-16
900,,249,point,12,2 wk ahead inc death,2020-05-10,2020-05-23
924,,224,point,12,3 wk ahead inc death,2020-05-10,2020-05-30
948,,186,point,12,4 wk ahead inc death,2020-05-10,2020-06-06
972,,180,point,13,1 wk ahead inc death,2020-05-10,2020-05-16
996,,162,point,13,2 wk ahead inc death,2020-05-10,2020-05-23
1020,,142,point,13,3 wk ahead inc death,2020-05-10,2020-05-30
1044,,126,point,13,4 wk ahead inc death,2020-05-10,2020-06-06
1068,,1,point,15,1 wk ahead inc death,2020-05-10,2020-05-16
1092,,0,point,15,2 wk ahead inc death,2020-05-10,2020-05-23
1116,,0,point,15,3 wk ahead inc death,2020-05-10,2020-05-30
1140,,0,point,15,4 wk ahead inc death,2020-05-10,2020-06-06
1164,,83,point,19,1 wk ahead inc death,2020-05-10,2020-05-16
1188,,75,point,19,2 wk ahead inc death,2020-05-10,2020-05-23
1212,,66,point,19,3 wk ahead inc death,2020-05-10,2020-05-30
1236,,55,point,19,4 wk ahead inc death,2020-05-10,2020-06-06
1260,,4,point,16,1 wk ahead inc death,2020-05-10,2020-05-16
1284,,3,point,16,2 wk ahead inc death,2020-05-10,2020-05-23
1308,,2,point,16,3 wk ahead inc death,2020-05-10,2020-05-30
1332,,2,point,16,4 wk ahead inc death,2020-05-10,2020-06-06
1356,,752,point,17,1 wk ahead inc death,2020-05-10,2020-05-16
1380,,688,point,17,2 wk ahead inc death,2020-05-10,2020-05-23
1404,,590,point,17,3 wk ahead inc death,2020-05-10,2020-05-30
1428,,472,point,17,4 wk ahead inc death,2020-05-10,2020-06-06
1452,,334,point,18,1 wk ahead inc death,2020-05-10,2020-05-16
1476,,272,point,18,2 wk ahead inc death,2020-05-10,2020-05-23
1500,,209,point,18,3 wk ahead inc death,2020-05-10,2020-05-30
1524,,152,point,18,4 wk ahead inc death,2020-05-10,2020-06-06
1548,,28,point,20,1 wk ahead inc death,2020-05-10,2020-05-16
1572,,26,point,20,2 wk ahead inc death,2020-05-10,2020-05-23
1596,,23,point,20,3 wk ahead inc death,2020-05-10,2020-05-30
1620,,19,point,20,4 wk ahead inc death,2020-05-10,2020-06-06
1644,,40,point,21,1 wk ahead inc death,2020-05-10,2020-05-16
1668,,31,point,21,2 wk ahead inc death,2020-05-10,2020-05-23
1692,,25,point,21,3 wk ahead inc death,2020-05-10,2020-05-30
1716,,19,point,21,4 wk ahead inc death,2020-05-10,2020-06-06
1740,,198,point,22,1 wk ahead inc death,2020-05-10,2020-05-16
1764,,158,point,22,2 wk ahead inc death,2020-05-10,2020-05-23
1788,,119,point,22,3 wk ahead inc death,2020-05-10,2020-05-30
1812,,89,point,22,4 wk ahead inc death,2020-05-10,2020-06-06
1836,,857,point,25,1 wk ahead inc death,2020-05-10,2020-05-16
1860,,677,point,25,2 wk ahead inc death,2020-05-10,2020-05-23
1884,,522,point,25,3 wk ahead inc death,2020-05-10,2020-05-30
1908,,361,point,25,4 wk ahead inc death,2020-05-10,2020-06-06
1932,,393,point,24,1 wk ahead inc death,2020-05-10,2020-05-16
1956,,350,point,24,2 wk ahead inc death,2020-05-10,2020-05-23
1980,,303,point,24,3 wk ahead inc death,2020-05-10,2020-05-30
2004,,255,point,24,4 wk ahead inc death,2020-05-10,2020-06-06
2028,,8,point,23,1 wk ahead inc death,2020-05-10,2020-05-16
2052,,8,point,23,2 wk ahead inc death,2020-05-10,2020-05-23
2076,,8,point,23,3 wk ahead inc death,2020-05-10,2020-05-30
2100,,8,point,23,4 wk ahead inc death,2020-05-10,2020-06-06
2124,,377,point,26,1 wk ahead inc death,2020-05-10,2020-05-16
2148,,259,point,26,2 wk ahead inc death,2020-05-10,2020-05-23
2172,,173,point,26,3 wk ahead inc death,2020-05-10,2020-05-30
2196,,113,point,26,4 wk ahead inc death,2020-05-10,2020-06-06
2220,,195,point,27,1 wk ahead inc death,2020-05-10,2020-05-16
2244,,210,point,27,2 wk ahead inc death,2020-05-10,2020-05-23
2268,,216,point,27,3 wk ahead inc death,2020-05-10,2020-05-30
2292,,216,point,27,4 wk ahead inc death,2020-05-10,2020-06-06
2316,,110,point,29,1 wk ahead inc death,2020-05-10,2020-05-16
2340,,106,point,29,2 wk ahead inc death,2020-05-10,2020-05-23
2364,,98,point,29,3 wk ahead inc death,2020-05-10,2020-05-30
2388,,92,point,29,4 wk ahead inc death,2020-05-10,2020-06-06
2412,,120,point,28,1 wk ahead inc death,2020-05-10,2020-05-16
2436,,113,point,28,2 wk ahead inc death,2020-05-10,2020-05-23
2460,,101,point,28,3 wk ahead inc death,2020-05-10,2020-05-30
2484,,83,point,28,4 wk ahead inc death,2020-05-10,2020-06-06
2508,,0,point,30,1 wk ahead inc death,2020-05-10,2020-05-16
2532,,0,point,30,2 wk ahead inc death,2020-05-10,2020-05-23
2556,,0,point,30,3 wk ahead inc death,2020-05-10,2020-05-30
2580,,0,point,30,4 wk ahead inc death,2020-05-10,2020-06-06
2604,,125,point,37,1 wk ahead inc death,2020-05-10,2020-05-16
2628,,128,point,37,2 wk ahead inc death,2020-05-10,2020-05-23
2652,,131,point,37,3 wk ahead inc death,2020-05-10,2020-05-30
2676,,128,point,37,4 wk ahead inc death,2020-05-10,2020-06-06
2700,,9,point,38,1 wk ahead inc death,2020-05-10,2020-05-16
2724,,9,point,38,2 wk ahead inc death,2020-05-10,2020-05-23
2748,,8,point,38,3 wk ahead inc death,2020-05-10,2020-05-30
2772,,7,point,38,4 wk ahead inc death,2020-05-10,2020-06-06
2796,,29,point,31,1 wk ahead inc death,2020-05-10,2020-05-16
2820,,28,point,31,2 wk ahead inc death,2020-05-10,2020-05-23
2844,,26,point,31,3 wk ahead inc death,2020-05-10,2020-05-30
2868,,23,point,31,4 wk ahead inc death,2020-05-10,2020-06-06
2892,,49,point,33,1 wk ahead inc death,2020-05-10,2020-05-16
2916,,56,point,33,2 wk ahead inc death,2020-05-10,2020-05-23
2940,,62,point,33,3 wk ahead inc death,2020-05-10,2020-05-30
2964,,60,point,33,4 wk ahead inc death,2020-05-10,2020-06-06
2988,,1094,point,34,1 wk ahead inc death,2020-05-10,2020-05-16
3012,,810,point,34,2 wk ahead inc death,2020-05-10,2020-05-23
3036,,578,point,34,3 wk ahead inc death,2020-05-10,2020-05-30
3060,,392,point,34,4 wk ahead inc death,2020-05-10,2020-06-06
3084,,56,point,35,1 wk ahead inc death,2020-05-10,2020-05-16
3108,,54,point,35,2 wk ahead inc death,2020-05-10,2020-05-23
3132,,51,point,35,3 wk ahead inc death,2020-05-10,2020-05-30
3156,,44,point,35,4 wk ahead inc death,2020-05-10,2020-06-06
3180,,78,point,32,1 wk ahead inc death,2020-05-10,2020-05-16
3204,,95,point,32,2 wk ahead inc death,2020-05-10,2020-05-23
3228,,123,point,32,3 wk ahead inc death,2020-05-10,2020-05-30
3252,,132,point,32,4 wk ahead inc death,2020-05-10,2020-06-06
3276,,1228,point,36,1 wk ahead inc death,2020-05-10,2020-05-16
3300,,815,point,36,2 wk ahead inc death,2020-05-10,2020-05-23
3324,,532,point,36,3 wk ahead inc death,2020-05-10,2020-05-30
3348,,336,point,36,4 wk ahead inc death,2020-05-10,2020-06-06
3372,,252,point,39,1 wk ahead inc death,2020-05-10,2020-05-16
3396,,216,point,39,2 wk ahead inc death,2020-05-10,2020-05-23
3420,,181,point,39,3 wk ahead inc death,2020-05-10,2020-05-30
3444,,145,point,39,4 wk ahead inc death,2020-05-10,2020-06-06
3468,,32,point,40,1 wk ahead inc death,2020-05-10,2020-05-16
3492,,28,point,40,2 wk ahead inc death,2020-05-10,2020-05-23
3516,,25,point,40,3 wk ahead inc death,2020-05-10,2020-05-30
3540,,21,point,40,4 wk ahead inc death,2020-05-10,2020-06-06
3564,,18,point,41,1 wk ahead inc death,2020-05-10,2020-05-16
3588,,20,point,41,2 wk ahead inc death,2020-05-10,2020-05-23
3612,,21,point,41,3 wk ahead inc death,2020-05-10,2020-05-30
3636,,23,point,41,4 wk ahead inc death,2020-05-10,2020-06-06
3660,,851,point,42,1 wk ahead inc death,2020-05-10,2020-05-16
3684,,797,point,42,2 wk ahead inc death,2020-05-10,2020-05-23
3708,,702,point,42,3 wk ahead inc death,2020-05-10,2020-05-30
3732,,603,point,42,4 wk ahead inc death,2020-05-10,2020-06-06
3756,,90,point,44,1 wk ahead inc death,2020-05-10,2020-05-16
3780,,75,point,44,2 wk ahead inc death,2020-05-10,2020-05-23
3804,,60,point,44,3 wk ahead inc death,2020-05-10,2020-05-30
3828,,46,point,44,4 wk ahead inc death,2020-05-10,2020-06-06
3852,,55,point,45,1 wk ahead inc death,2020-05-10,2020-05-16
3876,,46,point,45,2 wk ahead inc death,2020-05-10,2020-05-23
3900,,34,point,45,3 wk ahead inc death,2020-05-10,2020-05-30
3924,,24,point,45,4 wk ahead inc death,2020-05-10,2020-06-06
3948,,15,point,46,1 wk ahead inc death,2020-05-10,2020-05-16
3972,,24,point,46,2 wk ahead inc death,2020-05-10,2020-05-23
3996,,36,point,46,3 wk ahead inc death,2020-05-10,2020-05-30
4020,,56,point,46,4 wk ahead inc death,2020-05-10,2020-06-06
4044,,29,point,47,1 wk ahead inc death,2020-05-10,2020-05-16
4068,,23,point,47,2 wk ahead inc death,2020-05-10,2020-05-23
4092,,18,point,47,3 wk ahead inc death,2020-05-10,2020-05-30
4116,,13,point,47,4 wk ahead inc death,2020-05-10,2020-06-06
4140,,241,point,48,1 wk ahead inc death,2020-05-10,2020-05-16
4164,,252,point,48,2 wk ahead inc death,2020-05-10,2020-05-23
4188,,268,point,48,3 wk ahead inc death,2020-05-10,2020-05-30
4212,,268,point,48,4 wk ahead inc death,2020-05-10,2020-06-06
4236,,16,point,49,1 wk ahead inc death,2020-05-10,2020-05-16
4260,,18,point,49,2 wk ahead inc death,2020-05-10,2020-05-23
4284,,19,point,49,3 wk ahead inc death,2020-05-10,2020-05-30
4308,,20,point,49,4 wk ahead inc death,2020-05-10,2020-06-06
4332,,213,point,51,1 wk ahead inc death,2020-05-10,2020-05-16
4356,,208,point,51,2 wk ahead inc death,2020-05-10,2020-05-23
4380,,202,point,51,3 wk ahead inc death,2020-05-10,2020-05-30
4404,,185,point,51,4 wk ahead inc death,2020-05-10,2020-06-06
4428,,2,point,50,1 wk ahead inc death,2020-05-10,2020-05-16
4452,,2,point,50,2 wk ahead inc death,2020-05-10,2020-05-23
4476,,1,point,50,3 wk ahead inc death,2020-05-10,2020-05-30
4500,,1,point,50,4 wk ahead inc death,2020-05-10,2020-06-06
4524,,89,point,53,1 wk ahead inc death,2020-05-10,2020-05-16
4548,,91,point,53,2 wk ahead inc death,2020-05-10,2020-05-23
4572,,88,point,53,3 wk ahead inc death,2020-05-10,2020-05-30
4596,,92,point,53,4 wk ahead inc death,2020-05-10,2020-06-06
4620,,69,point,55,1 wk ahead inc death,2020-05-10,2020-05-16
4644,,70,point,55,2 wk ahead inc death,2020-05-10,2020-05-23
4668,,71,point,55,3 wk ahead inc death,2020-05-10,2020-05-30
4692,,72,point,55,4 wk ahead inc death,2020-05-10,2020-06-06
4716,,8,point,54,1 wk ahead inc death,2020-05-10,2020-05-16
4740,,7,point,54,2 wk ahead inc death,2020-05-10,2020-05-23
4764,,6,point,54,3 wk ahead inc death,2020-05-10,2020-05-30
4788,,5,point,54,4 wk ahead inc death,2020-05-10,2020-06-06
4812,,1,point,56,1 wk ahead inc death,2020-05-10,2020-05-16
4836,,1,point,56,2 wk ahead inc death,2020-05-10,2020-05-23
4860,,0,point,56,3 wk ahead inc death,2020-05-10,2020-05-30
4884,,0,point,56,4 wk ahead inc death,2020-05-10,2020-06-06
4908,,10,point,2,1 wk ahead cum death,2020-05-10,2020-05-16
4932,,10,point,2,2 wk ahead cum death,2020-05-10,2020-05-23
4956,,11,point,2,3 wk ahead cum death,2020-05-10,2020-05-30
4980,,11,point,2,4 wk ahead cum death,2020-05-10,2020-06-06
5004,,490,point,1,1 wk ahead cum death,2020-05-10,2020-05-16
5028,,594,point,1,2 wk ahead cum death,2020-05-10,2020-05-23
5052,,696,point,1,3 wk ahead cum death,2020-05-10,2020-05-30
5076,,798,point,1,4 wk ahead cum death,2020-05-10,2020-06-06
5100,,108,point,5,1 wk ahead cum death,2020-05-10,2020-05-16
5124,,123,point,5,2 wk ahead cum death,2020-05-10,2020-05-23
5148,,139,point,5,3 wk ahead cum death,2020-05-10,2020-05-30
5172,,152,point,5,4 wk ahead cum death,2020-05-10,2020-06-06
5196,,723,point,4,1 wk ahead cum death,2020-05-10,2020-05-16
5220,,945,point,4,2 wk ahead cum death,2020-05-10,2020-05-23
5244,,1175,point,4,3 wk ahead cum death,2020-05-10,2020-05-30
5268,,1410,point,4,4 wk ahead cum death,2020-05-10,2020-06-06
5292,,3170,point,6,1 wk ahead cum death,2020-05-10,2020-05-16
5316,,3596,point,6,2 wk ahead cum death,2020-05-10,2020-05-23
5340,,4002,point,6,3 wk ahead cum death,2020-05-10,2020-05-30
5364,,4332,point,6,4 wk ahead cum death,2020-05-10,2020-06-06
5388,,1088,point,8,1 wk ahead cum death,2020-05-10,2020-05-16
5412,,1180,point,8,2 wk ahead cum death,2020-05-10,2020-05-23
5436,,1255,point,8,3 wk ahead cum death,2020-05-10,2020-05-30
5460,,1308,point,8,4 wk ahead cum death,2020-05-10,2020-06-06
5484,,3341,point,9,1 wk ahead cum death,2020-05-10,2020-05-16
5508,,3632,point,9,2 wk ahead cum death,2020-05-10,2020-05-23
5532,,3852,point,9,3 wk ahead cum death,2020-05-10,2020-05-30
5556,,4005,point,9,4 wk ahead cum death,2020-05-10,2020-06-06
5580,,407,point,11,1 wk ahead cum death,2020-05-10,2020-05-16
5604,,491,point,11,2 wk ahead cum death,2020-05-10,2020-05-23
5628,,582,point,11,3 wk ahead cum death,2020-05-10,2020-05-30
5652,,671,point,11,4 wk ahead cum death,2020-05-10,2020-06-06
5676,,262,point,10,1 wk ahead cum death,2020-05-10,2020-05-16
5700,,294,point,10,2 wk ahead cum death,2020-05-10,2020-05-23
5724,,317,point,10,3 wk ahead cum death,2020-05-10,2020-05-30
5748,,335,point,10,4 wk ahead cum death,2020-05-10,2020-06-06
5772,,1996,point,12,1 wk ahead cum death,2020-05-10,2020-05-16
5796,,2258,point,12,2 wk ahead cum death,2020-05-10,2020-05-23
5820,,2488,point,12,3 wk ahead cum death,2020-05-10,2020-05-30
5844,,2675,point,12,4 wk ahead cum death,2020-05-10,2020-06-06
5868,,1586,point,13,1 wk ahead cum death,2020-05-10,2020-05-16
5892,,1752,point,13,2 wk ahead cum death,2020-05-10,2020-05-23
5916,,1905,point,13,3 wk ahead cum death,2020-05-10,2020-05-30
5940,,2038,point,13,4 wk ahead cum death,2020-05-10,2020-06-06
5964,,19,point,15,1 wk ahead cum death,2020-05-10,2020-05-16
5988,,19,point,15,2 wk ahead cum death,2020-05-10,2020-05-23
6012,,19,point,15,3 wk ahead cum death,2020-05-10,2020-05-30
6036,,19,point,15,4 wk ahead cum death,2020-05-10,2020-06-06
6060,,348,point,19,1 wk ahead cum death,2020-05-10,2020-05-16
6084,,423,point,19,2 wk ahead cum death,2020-05-10,2020-05-23
6108,,492,point,19,3 wk ahead cum death,2020-05-10,2020-05-30
6132,,545,point,19,4 wk ahead cum death,2020-05-10,2020-06-06
6156,,70,point,16,1 wk ahead cum death,2020-05-10,2020-05-16
6180,,74,point,16,2 wk ahead cum death,2020-05-10,2020-05-23
6204,,76,point,16,3 wk ahead cum death,2020-05-10,2020-05-30
6228,,78,point,16,4 wk ahead cum death,2020-05-10,2020-06-06
6252,,4158,point,17,1 wk ahead cum death,2020-05-10,2020-05-16
6276,,4850,point,17,2 wk ahead cum death,2020-05-10,2020-05-23
6300,,5453,point,17,3 wk ahead cum death,2020-05-10,2020-05-30
6324,,5948,point,17,4 wk ahead cum death,2020-05-10,2020-06-06
6348,,1902,point,18,1 wk ahead cum death,2020-05-10,2020-05-16
6372,,2179,point,18,2 wk ahead cum death,2020-05-10,2020-05-23
6396,,2396,point,18,3 wk ahead cum death,2020-05-10,2020-05-30
6420,,2558,point,18,4 wk ahead cum death,2020-05-10,2020-06-06
6444,,202,point,20,1 wk ahead cum death,2020-05-10,2020-05-16
6468,,229,point,20,2 wk ahead cum death,2020-05-10,2020-05-23
6492,,254,point,20,3 wk ahead cum death,2020-05-10,2020-05-30
6516,,276,point,20,4 wk ahead cum death,2020-05-10,2020-06-06
6540,,351,point,21,1 wk ahead cum death,2020-05-10,2020-05-16
6564,,383,point,21,2 wk ahead cum death,2020-05-10,2020-05-23
6588,,408,point,21,3 wk ahead cum death,2020-05-10,2020-05-30
6612,,428,point,21,4 wk ahead cum death,2020-05-10,2020-06-06
6636,,2484,point,22,1 wk ahead cum death,2020-05-10,2020-05-16
6660,,2640,point,22,2 wk ahead cum death,2020-05-10,2020-05-23
6684,,2768,point,22,3 wk ahead cum death,2020-05-10,2020-05-30
6708,,2860,point,22,4 wk ahead cum death,2020-05-10,2020-06-06
6732,,5836,point,25,1 wk ahead cum death,2020-05-10,2020-05-16
6756,,6532,point,25,2 wk ahead cum death,2020-05-10,2020-05-23
6780,,7030,point,25,3 wk ahead cum death,2020-05-10,2020-05-30
6804,,7458,point,25,4 wk ahead cum death,2020-05-10,2020-06-06
6828,,2097,point,24,1 wk ahead cum death,2020-05-10,2020-05-16
6852,,2450,point,24,2 wk ahead cum death,2020-05-10,2020-05-23
6876,,2774,point,24,3 wk ahead cum death,2020-05-10,2020-05-30
6900,,3028,point,24,4 wk ahead cum death,2020-05-10,2020-06-06
6924,,72,point,23,1 wk ahead cum death,2020-05-10,2020-05-16
6948,,80,point,23,2 wk ahead cum death,2020-05-10,2020-05-23
6972,,89,point,23,3 wk ahead cum death,2020-05-10,2020-05-30
6996,,98,point,23,4 wk ahead cum death,2020-05-10,2020-06-06
7020,,4932,point,26,1 wk ahead cum death,2020-05-10,2020-05-16
7044,,5196,point,26,2 wk ahead cum death,2020-05-10,2020-05-23
7068,,5378,point,26,3 wk ahead cum death,2020-05-10,2020-05-30
7092,,5500,point,26,4 wk ahead cum death,2020-05-10,2020-06-06
7116,,773,point,27,1 wk ahead cum death,2020-05-10,2020-05-16
7140,,988,point,27,2 wk ahead cum death,2020-05-10,2020-05-23
7164,,1214,point,27,3 wk ahead cum death,2020-05-10,2020-05-30
7188,,1417,point,27,4 wk ahead cum death,2020-05-10,2020-06-06
7212,,613,point,29,1 wk ahead cum death,2020-05-10,2020-05-16
7236,,728,point,29,2 wk ahead cum death,2020-05-10,2020-05-23
7260,,832,point,29,3 wk ahead cum death,2020-05-10,2020-05-30
7284,,916,point,29,4 wk ahead cum death,2020-05-10,2020-06-06
7308,,550,point,28,1 wk ahead cum death,2020-05-10,2020-05-16
7332,,662,point,28,2 wk ahead cum death,2020-05-10,2020-05-23
7356,,764,point,28,3 wk ahead cum death,2020-05-10,2020-05-30
7380,,846,point,28,4 wk ahead cum death,2020-05-10,2020-06-06
7404,,17,point,30,1 wk ahead cum death,2020-05-10,2020-05-16
7428,,18,point,30,2 wk ahead cum death,2020-05-10,2020-05-23
7452,,18,point,30,3 wk ahead cum death,2020-05-10,2020-05-30
7476,,18,point,30,4 wk ahead cum death,2020-05-10,2020-06-06
7500,,689,point,37,1 wk ahead cum death,2020-05-10,2020-05-16
7524,,817,point,37,2 wk ahead cum death,2020-05-10,2020-05-23
7548,,951,point,37,3 wk ahead cum death,2020-05-10,2020-05-30
7572,,1085,point,37,4 wk ahead cum death,2020-05-10,2020-06-06
7596,,44,point,38,1 wk ahead cum death,2020-05-10,2020-05-16
7620,,54,point,38,2 wk ahead cum death,2020-05-10,2020-05-23
7644,,62,point,38,3 wk ahead cum death,2020-05-10,2020-05-30
7668,,69,point,38,4 wk ahead cum death,2020-05-10,2020-06-06
7692,,120,point,31,1 wk ahead cum death,2020-05-10,2020-05-16
7716,,150,point,31,2 wk ahead cum death,2020-05-10,2020-05-23
