location,forecast_date,quantile,value,target,target_end_date,type
51,2020-07-27,,78.0,4 wk ahead inc death,2020-08-22,point
53,2020-07-27,,74.0,4 wk ahead inc death,2020-08-22,point
54,2020-07-27,,9.0,4 wk ahead inc death,2020-08-22,point
55,2020-07-27,,54.0,4 wk ahead inc death,2020-08-22,point
56,2020-07-27,,3.0,4 wk ahead inc death,2020-08-22,point
1,2020-08-02,,172.0,1 wk ahead inc death,2020-08-08,point
2,2020-08-02,,4.0,1 wk ahead inc death,2020-08-08,point
4,2020-08-02,,563.0,1 wk ahead inc death,2020-08-08,point
5,2020-08-02,,57.0,1 wk ahead inc death,2020-08-08,point
6,2020-08-02,,828.0,1 wk ahead inc death,2020-08-08,point
8,2020-08-02,,38.0,1 wk ahead inc death,2020-08-08,point
9,2020-08-02,,21.0,1 wk ahead inc death,2020-08-08,point
10,2020-08-02,,4.0,1 wk ahead inc death,2020-08-08,point
11,2020-08-02,,3.0,1 wk ahead inc death,2020-08-08,point
12,2020-08-02,,1084.0,1 wk ahead inc death,2020-08-08,point
13,2020-08-02,,312.0,1 wk ahead inc death,2020-08-08,point
15,2020-08-02,,0.0,1 wk ahead inc death,2020-08-08,point
16,2020-08-02,,39.0,1 wk ahead inc death,2020-08-08,point
17,2020-08-02,,113.0,1 wk ahead inc death,2020-08-08,point
18,2020-08-02,,68.0,1 wk ahead inc death,2020-08-08,point
19,2020-08-02,,45.0,1 wk ahead inc death,2020-08-08,point
20,2020-08-02,,35.0,1 wk ahead inc death,2020-08-08,point
21,2020-08-02,,47.0,1 wk ahead inc death,2020-08-08,point
22,2020-08-02,,241.0,1 wk ahead inc death,2020-08-08,point
23,2020-08-02,,4.0,1 wk ahead inc death,2020-08-08,point
24,2020-08-02,,81.0,1 wk ahead inc death,2020-08-08,point
25,2020-08-02,,95.0,1 wk ahead inc death,2020-08-08,point
26,2020-08-02,,49.0,1 wk ahead inc death,2020-08-08,point
27,2020-08-02,,35.0,1 wk ahead inc death,2020-08-08,point
28,2020-08-02,,178.0,1 wk ahead inc death,2020-08-08,point
29,2020-08-02,,70.0,1 wk ahead inc death,2020-08-08,point
30,2020-08-02,,12.0,1 wk ahead inc death,2020-08-08,point
31,2020-08-02,,13.0,1 wk ahead inc death,2020-08-08,point
32,2020-08-02,,92.0,1 wk ahead inc death,2020-08-08,point
33,2020-08-02,,10.0,1 wk ahead inc death,2020-08-08,point
34,2020-08-02,,122.0,1 wk ahead inc death,2020-08-08,point
35,2020-08-02,,39.0,1 wk ahead inc death,2020-08-08,point
36,2020-08-02,,89.0,1 wk ahead inc death,2020-08-08,point
37,2020-08-02,,170.0,1 wk ahead inc death,2020-08-08,point
38,2020-08-02,,6.0,1 wk ahead inc death,2020-08-08,point
39,2020-08-02,,185.0,1 wk ahead inc death,2020-08-08,point
40,2020-08-02,,59.0,1 wk ahead inc death,2020-08-08,point
41,2020-08-02,,43.0,1 wk ahead inc death,2020-08-08,point
42,2020-08-02,,103.0,1 wk ahead inc death,2020-08-08,point
44,2020-08-02,,7.0,1 wk ahead inc death,2020-08-08,point
45,2020-08-02,,327.0,1 wk ahead inc death,2020-08-08,point
46,2020-08-02,,8.0,1 wk ahead inc death,2020-08-08,point
47,2020-08-02,,113.0,1 wk ahead inc death,2020-08-08,point
48,2020-08-02,,1375.0,1 wk ahead inc death,2020-08-08,point
49,2020-08-02,,29.0,1 wk ahead inc death,2020-08-08,point
50,2020-08-02,,0.0,1 wk ahead inc death,2020-08-08,point
51,2020-08-02,,90.0,1 wk ahead inc death,2020-08-08,point
53,2020-08-02,,86.0,1 wk ahead inc death,2020-08-08,point
54,2020-08-02,,10.0,1 wk ahead inc death,2020-08-08,point
55,2020-08-02,,41.0,1 wk ahead inc death,2020-08-08,point
56,2020-08-02,,0.0,1 wk ahead inc death,2020-08-08,point
1,2020-08-02,,206.0,2 wk ahead inc death,2020-08-15,point
2,2020-08-02,,5.0,2 wk ahead inc death,2020-08-15,point
4,2020-08-02,,589.0,2 wk ahead inc death,2020-08-15,point
5,2020-08-02,,59.0,2 wk ahead inc death,2020-08-15,point
6,2020-08-02,,914.0,2 wk ahead inc death,2020-08-15,point
8,2020-08-02,,48.0,2 wk ahead inc death,2020-08-15,point
9,2020-08-02,,16.0,2 wk ahead inc death,2020-08-15,point
10,2020-08-02,,11.0,2 wk ahead inc death,2020-08-15,point
11,2020-08-02,,7.0,2 wk ahead inc death,2020-08-15,point
12,2020-08-02,,1193.0,2 wk ahead inc death,2020-08-15,point
13,2020-08-02,,368.0,2 wk ahead inc death,2020-08-15,point
15,2020-08-02,,3.0,2 wk ahead inc death,2020-08-15,point
16,2020-08-02,,38.0,2 wk ahead inc death,2020-08-15,point
17,2020-08-02,,124.0,2 wk ahead inc death,2020-08-15,point
18,2020-08-02,,82.0,2 wk ahead inc death,2020-08-15,point
19,2020-08-02,,50.0,2 wk ahead inc death,2020-08-15,point
20,2020-08-02,,31.0,2 wk ahead inc death,2020-08-15,point
21,2020-08-02,,47.0,2 wk ahead inc death,2020-08-15,point
22,2020-08-02,,265.0,2 wk ahead inc death,2020-08-15,point
23,2020-08-02,,3.0,2 wk ahead inc death,2020-08-15,point
24,2020-08-02,,84.0,2 wk ahead inc death,2020-08-15,point
25,2020-08-02,,101.0,2 wk ahead inc death,2020-08-15,point
26,2020-08-02,,45.0,2 wk ahead inc death,2020-08-15,point
27,2020-08-02,,40.0,2 wk ahead inc death,2020-08-15,point
28,2020-08-02,,186.0,2 wk ahead inc death,2020-08-15,point
29,2020-08-02,,78.0,2 wk ahead inc death,2020-08-15,point
30,2020-08-02,,10.0,2 wk ahead inc death,2020-08-15,point
31,2020-08-02,,21.0,2 wk ahead inc death,2020-08-15,point
32,2020-08-02,,98.0,2 wk ahead inc death,2020-08-15,point
33,2020-08-02,,9.0,2 wk ahead inc death,2020-08-15,point
34,2020-08-02,,114.0,2 wk ahead inc death,2020-08-15,point
35,2020-08-02,,39.0,2 wk ahead inc death,2020-08-15,point
36,2020-08-02,,108.0,2 wk ahead inc death,2020-08-15,point
37,2020-08-02,,192.0,2 wk ahead inc death,2020-08-15,point
38,2020-08-02,,9.0,2 wk ahead inc death,2020-08-15,point
39,2020-08-02,,208.0,2 wk ahead inc death,2020-08-15,point
40,2020-08-02,,56.0,2 wk ahead inc death,2020-08-15,point
41,2020-08-02,,34.0,2 wk ahead inc death,2020-08-15,point
42,2020-08-02,,107.0,2 wk ahead inc death,2020-08-15,point
44,2020-08-02,,11.0,2 wk ahead inc death,2020-08-15,point
45,2020-08-02,,385.0,2 wk ahead inc death,2020-08-15,point
46,2020-08-02,,7.0,2 wk ahead inc death,2020-08-15,point
47,2020-08-02,,144.0,2 wk ahead inc death,2020-08-15,point
48,2020-08-02,,1528.0,2 wk ahead inc death,2020-08-15,point
49,2020-08-02,,34.0,2 wk ahead inc death,2020-08-15,point
50,2020-08-02,,0.0,2 wk ahead inc death,2020-08-15,point
51,2020-08-02,,87.0,2 wk ahead inc death,2020-08-15,point
53,2020-08-02,,88.0,2 wk ahead inc death,2020-08-15,point
54,2020-08-02,,8.0,2 wk ahead inc death,2020-08-15,point
55,2020-08-02,,63.0,2 wk ahead inc death,2020-08-15,point
56,2020-08-02,,2.0,2 wk ahead inc death,2020-08-15,point
1,2020-08-02,,181.0,3 wk ahead inc death,2020-08-22,point
2,2020-08-02,,4.0,3 wk ahead inc death,2020-08-22,point
4,2020-08-02,,426.0,3 wk ahead inc death,2020-08-22,point
5,2020-08-02,,60.0,3 wk ahead inc death,2020-08-22,point
6,2020-08-02,,819.0,3 wk ahead inc death,2020-08-22,point
8,2020-08-02,,44.0,3 wk ahead inc death,2020-08-22,point
9,2020-08-02,,19.0,3 wk ahead inc death,2020-08-22,point
10,2020-08-02,,12.0,3 wk ahead inc death,2020-08-22,point
11,2020-08-02,,8.0,3 wk ahead inc death,2020-08-22,point
12,2020-08-02,,950.0,3 wk ahead inc death,2020-08-22,point
13,2020-08-02,,289.0,3 wk ahead inc death,2020-08-22,point
15,2020-08-02,,3.0,3 wk ahead inc death,2020-08-22,point
16,2020-08-02,,38.0,3 wk ahead inc death,2020-08-22,point
17,2020-08-02,,119.0,3 wk ahead inc death,2020-08-22,point
18,2020-08-02,,82.0,3 wk ahead inc death,2020-08-22,point
19,2020-08-02,,52.0,3 wk ahead inc death,2020-08-22,point
20,2020-08-02,,31.0,3 wk ahead inc death,2020-08-22,point
21,2020-08-02,,49.0,3 wk ahead inc death,2020-08-22,point
22,2020-08-02,,212.0,3 wk ahead inc death,2020-08-22,point
23,2020-08-02,,3.0,3 wk ahead inc death,2020-08-22,point
24,2020-08-02,,74.0,3 wk ahead inc death,2020-08-22,point
25,2020-08-02,,65.0,3 wk ahead inc death,2020-08-22,point
26,2020-08-02,,59.0,3 wk ahead inc death,2020-08-22,point
27,2020-08-02,,54.0,3 wk ahead inc death,2020-08-22,point
28,2020-08-02,,130.0,3 wk ahead inc death,2020-08-22,point
29,2020-08-02,,75.0,3 wk ahead inc death,2020-08-22,point
30,2020-08-02,,8.0,3 wk ahead inc death,2020-08-22,point
31,2020-08-02,,25.0,3 wk ahead inc death,2020-08-22,point
32,2020-08-02,,97.0,3 wk ahead inc death,2020-08-22,point
33,2020-08-02,,9.0,3 wk ahead inc death,2020-08-22,point
34,2020-08-02,,75.0,3 wk ahead inc death,2020-08-22,point
35,2020-08-02,,39.0,3 wk ahead inc death,2020-08-22,point
36,2020-08-02,,92.0,3 wk ahead inc death,2020-08-22,point
37,2020-08-02,,182.0,3 wk ahead inc death,2020-08-22,point
38,2020-08-02,,10.0,3 wk ahead inc death,2020-08-22,point
39,2020-08-02,,152.0,3 wk ahead inc death,2020-08-22,point
40,2020-08-02,,56.0,3 wk ahead inc death,2020-08-22,point
41,2020-08-02,,33.0,3 wk ahead inc death,2020-08-22,point
42,2020-08-02,,103.0,3 wk ahead inc death,2020-08-22,point
44,2020-08-02,,12.0,3 wk ahead inc death,2020-08-22,point
45,2020-08-02,,246.0,3 wk ahead inc death,2020-08-22,point
46,2020-08-02,,8.0,3 wk ahead inc death,2020-08-22,point
47,2020-08-02,,161.0,3 wk ahead inc death,2020-08-22,point
48,2020-08-02,,1008.0,3 wk ahead inc death,2020-08-22,point
49,2020-08-02,,33.0,3 wk ahead inc death,2020-08-22,point
50,2020-08-02,,0.0,3 wk ahead inc death,2020-08-22,point
51,2020-08-02,,81.0,3 wk ahead inc death,2020-08-22,point
53,2020-08-02,,71.0,3 wk ahead inc death,2020-08-22,point
54,2020-08-02,,7.0,3 wk ahead inc death,2020-08-22,point
55,2020-08-02,,62.0,3 wk ahead inc death,2020-08-22,point
56,2020-08-02,,3.0,3 wk ahead inc death,2020-08-22,point
1,2020-08-02,,148.0,4 wk ahead inc death,2020-08-29,point
2,2020-08-02,,3.0,4 wk ahead inc death,2020-08-29,point
4,2020-08-02,,480.0,4 wk ahead inc death,2020-08-29,point
5,2020-08-02,,47.0,4 wk ahead inc death,2020-08-29,point
6,2020-08-02,,905.0,4 wk ahead inc death,2020-08-29,point
8,2020-08-02,,40.0,4 wk ahead inc death,2020-08-29,point
9,2020-08-02,,14.0,4 wk ahead inc death,2020-08-29,point
10,2020-08-02,,7.0,4 wk ahead inc death,2020-08-29,point
11,2020-08-02,,6.0,4 wk ahead inc death,2020-08-29,point
12,2020-08-02,,1123.0,4 wk ahead inc death,2020-08-29,point
13,2020-08-02,,289.0,4 wk ahead inc death,2020-08-29,point
15,2020-08-02,,3.0,4 wk ahead inc death,2020-08-29,point
16,2020-08-02,,34.0,4 wk ahead inc death,2020-08-29,point
17,2020-08-02,,117.0,4 wk ahead inc death,2020-08-29,point
18,2020-08-02,,60.0,4 wk ahead inc death,2020-08-29,point
19,2020-08-02,,38.0,4 wk ahead inc death,2020-08-29,point
20,2020-08-02,,28.0,4 wk ahead inc death,2020-08-29,point
21,2020-08-02,,29.0,4 wk ahead inc death,2020-08-29,point
22,2020-08-02,,182.0,4 wk ahead inc death,2020-08-29,point
23,2020-08-02,,4.0,4 wk ahead inc death,2020-08-29,point
24,2020-08-02,,54.0,4 wk ahead inc death,2020-08-29,point
25,2020-08-02,,39.0,4 wk ahead inc death,2020-08-29,point
26,2020-08-02,,61.0,4 wk ahead inc death,2020-08-29,point
27,2020-08-02,,54.0,4 wk ahead inc death,2020-08-29,point
28,2020-08-02,,93.0,4 wk ahead inc death,2020-08-29,point
29,2020-08-02,,61.0,4 wk ahead inc death,2020-08-29,point
30,2020-08-02,,9.0,4 wk ahead inc death,2020-08-29,point
31,2020-08-02,,21.0,4 wk ahead inc death,2020-08-29,point
32,2020-08-02,,61.0,4 wk ahead inc death,2020-08-29,point
33,2020-08-02,,6.0,4 wk ahead inc death,2020-08-29,point
34,2020-08-02,,63.0,4 wk ahead inc death,2020-08-29,point
35,2020-08-02,,32.0,4 wk ahead inc death,2020-08-29,point
36,2020-08-02,,96.0,4 wk ahead inc death,2020-08-29,point
37,2020-08-02,,196.0,4 wk ahead inc death,2020-08-29,point
38,2020-08-02,,9.0,4 wk ahead inc death,2020-08-29,point
39,2020-08-02,,130.0,4 wk ahead inc death,2020-08-29,point
40,2020-08-02,,47.0,4 wk ahead inc death,2020-08-29,point
41,2020-08-02,,20.0,4 wk ahead inc death,2020-08-29,point
42,2020-08-02,,96.0,4 wk ahead inc death,2020-08-29,point
44,2020-08-02,,9.0,4 wk ahead inc death,2020-08-29,point
45,2020-08-02,,205.0,4 wk ahead inc death,2020-08-29,point
46,2020-08-02,,12.0,4 wk ahead inc death,2020-08-29,point
47,2020-08-02,,173.0,4 wk ahead inc death,2020-08-29,point
48,2020-08-02,,885.0,4 wk ahead inc death,2020-08-29,point
49,2020-08-02,,30.0,4 wk ahead inc death,2020-08-29,point
50,2020-08-02,,0.0,4 wk ahead inc death,2020-08-29,point
51,2020-08-02,,80.0,4 wk ahead inc death,2020-08-29,point
53,2020-08-02,,75.0,4 wk ahead inc death,2020-08-29,point
54,2020-08-02,,8.0,4 wk ahead inc death,2020-08-29,point
55,2020-08-02,,46.0,4 wk ahead inc death,2020-08-29,point
56,2020-08-02,,4.0,4 wk ahead inc death,2020-08-29,point
1,2020-08-10,,160.0,1 wk ahead inc death,2020-08-15,point
2,2020-08-10,,2.0,1 wk ahead inc death,2020-08-15,point
4,2020-08-10,,388.0,1 wk ahead inc death,2020-08-15,point
5,2020-08-10,,66.0,1 wk ahead inc death,2020-08-15,point
6,2020-08-10,,935.0,1 wk ahead inc death,2020-08-15,point
8,2020-08-10,,23.0,1 wk ahead inc death,2020-08-15,point
9,2020-08-10,,10.0,1 wk ahead inc death,2020-08-15,point
10,2020-08-10,,3.0,1 wk ahead inc death,2020-08-15,point
11,2020-08-10,,4.0,1 wk ahead inc death,2020-08-15,point
12,2020-08-10,,1105.0,1 wk ahead inc death,2020-08-15,point
13,2020-08-10,,364.0,1 wk ahead inc death,2020-08-15,point
15,2020-08-10,,5.0,1 wk ahead inc death,2020-08-15,point
16,2020-08-10,,41.0,1 wk ahead inc death,2020-08-15,point
17,2020-08-10,,138.0,1 wk ahead inc death,2020-08-15,point
18,2020-08-10,,63.0,1 wk ahead inc death,2020-08-15,point
19,2020-08-10,,42.0,1 wk ahead inc death,2020-08-15,point
20,2020-08-10,,22.0,1 wk ahead inc death,2020-08-15,point
21,2020-08-10,,30.0,1 wk ahead inc death,2020-08-15,point
22,2020-08-10,,261.0,1 wk ahead inc death,2020-08-15,point
23,2020-08-10,,1.0,1 wk ahead inc death,2020-08-15,point
24,2020-08-10,,75.0,1 wk ahead inc death,2020-08-15,point
25,2020-08-10,,102.0,1 wk ahead inc death,2020-08-15,point
26,2020-08-10,,75.0,1 wk ahead inc death,2020-08-15,point
27,2020-08-10,,44.0,1 wk ahead inc death,2020-08-15,point
28,2020-08-10,,186.0,1 wk ahead inc death,2020-08-15,point
29,2020-08-10,,65.0,1 wk ahead inc death,2020-08-15,point
30,2020-08-10,,10.0,1 wk ahead inc death,2020-08-15,point
31,2020-08-10,,14.0,1 wk ahead inc death,2020-08-15,point
32,2020-08-10,,88.0,1 wk ahead inc death,2020-08-15,point
33,2020-08-10,,4.0,1 wk ahead inc death,2020-08-15,point
34,2020-08-10,,47.0,1 wk ahead inc death,2020-08-15,point
35,2020-08-10,,32.0,1 wk ahead inc death,2020-08-15,point
36,2020-08-10,,74.0,1 wk ahead inc death,2020-08-15,point
37,2020-08-10,,220.0,1 wk ahead inc death,2020-08-15,point
38,2020-08-10,,6.0,1 wk ahead inc death,2020-08-15,point
39,2020-08-10,,170.0,1 wk ahead inc death,2020-08-15,point
40,2020-08-10,,59.0,1 wk ahead inc death,2020-08-15,point
41,2020-08-10,,26.0,1 wk ahead inc death,2020-08-15,point
42,2020-08-10,,92.0,1 wk ahead inc death,2020-08-15,point
44,2020-08-10,,6.0,1 wk ahead inc death,2020-08-15,point
45,2020-08-10,,253.0,1 wk ahead inc death,2020-08-15,point
46,2020-08-10,,14.0,1 wk ahead inc death,2020-08-15,point
47,2020-08-10,,150.0,1 wk ahead inc death,2020-08-15,point
48,2020-08-10,,1547.0,1 wk ahead inc death,2020-08-15,point
49,2020-08-10,,30.0,1 wk ahead inc death,2020-08-15,point
50,2020-08-10,,1.0,1 wk ahead inc death,2020-08-15,point
51,2020-08-10,,145.0,1 wk ahead inc death,2020-08-15,point
53,2020-08-10,,97.0,1 wk ahead inc death,2020-08-15,point
54,2020-08-10,,11.0,1 wk ahead inc death,2020-08-15,point
55,2020-08-10,,56.0,1 wk ahead inc death,2020-08-15,point
56,2020-08-10,,1.0,1 wk ahead inc death,2020-08-15,point
1,2020-08-10,,196.0,2 wk ahead inc death,2020-08-22,point
2,2020-08-10,,4.0,2 wk ahead inc death,2020-08-22,point
4,2020-08-10,,458.0,2 wk ahead inc death,2020-08-22,point
5,2020-08-10,,63.0,2 wk ahead inc death,2020-08-22,point
6,2020-08-10,,1037.0,2 wk ahead inc death,2020-08-22,point
8,2020-08-10,,56.0,2 wk ahead inc death,2020-08-22,point
9,2020-08-10,,18.0,2 wk ahead inc death,2020-08-22,point
10,2020-08-10,,7.0,2 wk ahead inc death,2020-08-22,point
11,2020-08-10,,5.0,2 wk ahead inc death,2020-08-22,point
12,2020-08-10,,1291.0,2 wk ahead inc death,2020-08-22,point
13,2020-08-10,,374.0,2 wk ahead inc death,2020-08-22,point
15,2020-08-10,,5.0,2 wk ahead inc death,2020-08-22,point
16,2020-08-10,,41.0,2 wk ahead inc death,2020-08-22,point
17,2020-08-10,,143.0,2 wk ahead inc death,2020-08-22,point
18,2020-08-10,,88.0,2 wk ahead inc death,2020-08-22,point
19,2020-08-10,,43.0,2 wk ahead inc death,2020-08-22,point
20,2020-08-10,,28.0,2 wk ahead inc death,2020-08-22,point
21,2020-08-10,,40.0,2 wk ahead inc death,2020-08-22,point
22,2020-08-10,,263.0,2 wk ahead inc death,2020-08-22,point
23,2020-08-10,,2.0,2 wk ahead inc death,2020-08-22,point
24,2020-08-10,,89.0,2 wk ahead inc death,2020-08-22,point
25,2020-08-10,,99.0,2 wk ahead inc death,2020-08-22,point
26,2020-08-10,,66.0,2 wk ahead inc death,2020-08-22,point
27,2020-08-10,,57.0,2 wk ahead inc death,2020-08-22,point
28,2020-08-10,,210.0,2 wk ahead inc death,2020-08-22,point
29,2020-08-10,,96.0,2 wk ahead inc death,2020-08-22,point
30,2020-08-10,,10.0,2 wk ahead inc death,2020-08-22,point
31,2020-08-10,,19.0,2 wk ahead inc death,2020-08-22,point
32,2020-08-10,,86.0,2 wk ahead inc death,2020-08-22,point
33,2020-08-10,,5.0,2 wk ahead inc death,2020-08-22,point
34,2020-08-10,,91.0,2 wk ahead inc death,2020-08-22,point
35,2020-08-10,,31.0,2 wk ahead inc death,2020-08-22,point
36,2020-08-10,,97.0,2 wk ahead inc death,2020-08-22,point
37,2020-08-10,,214.0,2 wk ahead inc death,2020-08-22,point
38,2020-08-10,,9.0,2 wk ahead inc death,2020-08-22,point
39,2020-08-10,,203.0,2 wk ahead inc death,2020-08-22,point
40,2020-08-10,,69.0,2 wk ahead inc death,2020-08-22,point
41,2020-08-10,,28.0,2 wk ahead inc death,2020-08-22,point
42,2020-08-10,,109.0,2 wk ahead inc death,2020-08-22,point
44,2020-08-10,,8.0,2 wk ahead inc death,2020-08-22,point
45,2020-08-10,,294.0,2 wk ahead inc death,2020-08-22,point
46,2020-08-10,,9.0,2 wk ahead inc death,2020-08-22,point
47,2020-08-10,,175.0,2 wk ahead inc death,2020-08-22,point
48,2020-08-10,,1407.0,2 wk ahead inc death,2020-08-22,point
49,2020-08-10,,29.0,2 wk ahead inc death,2020-08-22,point
50,2020-08-10,,0.0,2 wk ahead inc death,2020-08-22,point
51,2020-08-10,,136.0,2 wk ahead inc death,2020-08-22,point
53,2020-08-10,,99.0,2 wk ahead inc death,2020-08-22,point
54,2020-08-10,,12.0,2 wk ahead inc death,2020-08-22,point
55,2020-08-10,,62.0,2 wk ahead inc death,2020-08-22,point
56,2020-08-10,,2.0,2 wk ahead inc death,2020-08-22,point
1,2020-08-10,,204.0,3 wk ahead inc death,2020-08-29,point
2,2020-08-10,,5.0,3 wk ahead inc death,2020-08-29,point
4,2020-08-10,,484.0,3 wk ahead inc death,2020-08-29,point
5,2020-08-10,,64.0,3 wk ahead inc death,2020-08-29,point
6,2020-08-10,,1008.0,3 wk ahead inc death,2020-08-29,point
8,2020-08-10,,58.0,3 wk ahead inc death,2020-08-29,point
9,2020-08-10,,17.0,3 wk ahead inc death,2020-08-29,point
10,2020-08-10,,9.0,3 wk ahead inc death,2020-08-29,point
11,2020-08-10,,6.0,3 wk ahead inc death,2020-08-29,point
12,2020-08-10,,1274.0,3 wk ahead inc death,2020-08-29,point
13,2020-08-10,,372.0,3 wk ahead inc death,2020-08-29,point
15,2020-08-10,,4.0,3 wk ahead inc death,2020-08-29,point
16,2020-08-10,,41.0,3 wk ahead inc death,2020-08-29,point
17,2020-08-10,,140.0,3 wk ahead inc death,2020-08-29,point
18,2020-08-10,,91.0,3 wk ahead inc death,2020-08-29,point
19,2020-08-10,,47.0,3 wk ahead inc death,2020-08-29,point
20,2020-08-10,,33.0,3 wk ahead inc death,2020-08-29,point
21,2020-08-10,,48.0,3 wk ahead inc death,2020-08-29,point
22,2020-08-10,,263.0,3 wk ahead inc death,2020-08-29,point
23,2020-08-10,,3.0,3 wk ahead inc death,2020-08-29,point
24,2020-08-10,,88.0,3 wk ahead inc death,2020-08-29,point
25,2020-08-10,,89.0,3 wk ahead inc death,2020-08-29,point
26,2020-08-10,,65.0,3 wk ahead inc death,2020-08-29,point
27,2020-08-10,,53.0,3 wk ahead inc death,2020-08-29,point
28,2020-08-10,,201.0,3 wk ahead inc death,2020-08-29,point
29,2020-08-10,,99.0,3 wk ahead inc death,2020-08-29,point
30,2020-08-10,,10.0,3 wk ahead inc death,2020-08-29,point
31,2020-08-10,,22.0,3 wk ahead inc death,2020-08-29,point
32,2020-08-10,,100.0,3 wk ahead inc death,2020-08-29,point
33,2020-08-10,,7.0,3 wk ahead inc death,2020-08-29,point
34,2020-08-10,,85.0,3 wk ahead inc death,2020-08-29,point
35,2020-08-10,,37.0,3 wk ahead inc death,2020-08-29,point
36,2020-08-10,,90.0,3 wk ahead inc death,2020-08-29,point
37,2020-08-10,,206.0,3 wk ahead inc death,2020-08-29,point
38,2020-08-10,,10.0,3 wk ahead inc death,2020-08-29,point
39,2020-08-10,,204.0,3 wk ahead inc death,2020-08-29,point
40,2020-08-10,,71.0,3 wk ahead inc death,2020-08-29,point
41,2020-08-10,,34.0,3 wk ahead inc death,2020-08-29,point
42,2020-08-10,,109.0,3 wk ahead inc death,2020-08-29,point
44,2020-08-10,,10.0,3 wk ahead inc death,2020-08-29,point
45,2020-08-10,,328.0,3 wk ahead inc death,2020-08-29,point
46,2020-08-10,,7.0,3 wk ahead inc death,2020-08-29,point
47,2020-08-10,,183.0,3 wk ahead inc death,2020-08-29,point
48,2020-08-10,,1353.0,3 wk ahead inc death,2020-08-29,point
49,2020-08-10,,33.0,3 wk ahead inc death,2020-08-29,point
50,2020-08-10,,0.0,3 wk ahead inc death,2020-08-29,point
51,2020-08-10,,126.0,3 wk ahead inc death,2020-08-29,point
53,2020-08-10,,94.0,3 wk ahead inc death,2020-08-29,point
54,2020-08-10,,11.0,3 wk ahead inc death,2020-08-29,point
55,2020-08-10,,66.0,3 wk ahead inc death,2020-08-29,point
56,2020-08-10,,3.0,3 wk ahead inc death,2020-08-29,point
1,2020-08-10,,219.0,4 wk ahead inc death,2020-09-05,point
2,2020-08-10,,5.0,4 wk ahead inc death,2020-09-05,point
4,2020-08-10,,495.0,4 wk ahead inc death,2020-09-05,point
5,2020-08-10,,64.0,4 wk ahead inc death,2020-09-05,point
6,2020-08-10,,922.0,4 wk ahead inc death,2020-09-05,point
8,2020-08-10,,54.0,4 wk ahead inc death,2020-09-05,point
9,2020-08-10,,16.0,4 wk ahead inc death,2020-09-05,point
