location,target,type,quantile,forecast_date,target_end_date,value
1043,6 wk ahead inc case,point,,2020-07-12,2020-08-22,260.55
1043,7 wk ahead inc case,point,,2020-07-12,2020-08-29,288.53
1043,8 wk ahead inc case,point,,2020-07-12,2020-09-05,313.88
1049,1 wk ahead inc case,point,,2020-07-12,2020-07-18,110.33
1049,2 wk ahead inc case,point,,2020-07-12,2020-07-25,137.31
1049,3 wk ahead inc case,point,,2020-07-12,2020-08-01,144.26
1049,4 wk ahead inc case,point,,2020-07-12,2020-08-08,148.25
1049,5 wk ahead inc case,point,,2020-07-12,2020-08-15,148.99
1049,6 wk ahead inc case,point,,2020-07-12,2020-08-22,146.45
1049,7 wk ahead inc case,point,,2020-07-12,2020-08-29,140.89
1049,8 wk ahead inc case,point,,2020-07-12,2020-09-05,132.8
1051,1 wk ahead inc case,point,,2020-07-12,2020-07-18,201.87
1051,2 wk ahead inc case,point,,2020-07-12,2020-07-25,273.66
1051,3 wk ahead inc case,point,,2020-07-12,2020-08-01,319.32
1051,4 wk ahead inc case,point,,2020-07-12,2020-08-08,369.43
1051,5 wk ahead inc case,point,,2020-07-12,2020-08-15,423.25
1051,6 wk ahead inc case,point,,2020-07-12,2020-08-22,479.59
1051,7 wk ahead inc case,point,,2020-07-12,2020-08-29,536.75
1051,8 wk ahead inc case,point,,2020-07-12,2020-09-05,592.62
1055,1 wk ahead inc case,point,,2020-07-12,2020-07-18,163.84
1055,2 wk ahead inc case,point,,2020-07-12,2020-07-25,222.5
1055,3 wk ahead inc case,point,,2020-07-12,2020-08-01,259.35
1055,4 wk ahead inc case,point,,2020-07-12,2020-08-08,298.66
1055,5 wk ahead inc case,point,,2020-07-12,2020-08-15,339.18
1055,6 wk ahead inc case,point,,2020-07-12,2020-08-22,379.18
1055,7 wk ahead inc case,point,,2020-07-12,2020-08-29,416.54
1055,8 wk ahead inc case,point,,2020-07-12,2020-09-05,448.9
1069,1 wk ahead inc case,point,,2020-07-12,2020-07-18,91.24
1069,2 wk ahead inc case,point,,2020-07-12,2020-07-25,121.7
1069,3 wk ahead inc case,point,,2020-07-12,2020-08-01,139.97
1069,4 wk ahead inc case,point,,2020-07-12,2020-08-08,160.16
1069,5 wk ahead inc case,point,,2020-07-12,2020-08-15,182.22
1069,6 wk ahead inc case,point,,2020-07-12,2020-08-22,205.96
1069,7 wk ahead inc case,point,,2020-07-12,2020-08-29,231.09
1069,8 wk ahead inc case,point,,2020-07-12,2020-09-05,257.16
1071,1 wk ahead inc case,point,,2020-07-12,2020-07-18,60.12
1071,2 wk ahead inc case,point,,2020-07-12,2020-07-25,81.98
1071,3 wk ahead inc case,point,,2020-07-12,2020-08-01,96.25
1071,4 wk ahead inc case,point,,2020-07-12,2020-08-08,112.04
1071,5 wk ahead inc case,point,,2020-07-12,2020-08-15,129.11
1071,6 wk ahead inc case,point,,2020-07-12,2020-08-22,147.11
1071,7 wk ahead inc case,point,,2020-07-12,2020-08-29,165.48
1071,8 wk ahead inc case,point,,2020-07-12,2020-09-05,183.55
1073,1 wk ahead inc case,point,,2020-07-12,2020-07-18,1055.57
1073,2 wk ahead inc case,point,,2020-07-12,2020-07-25,1436.97
1073,3 wk ahead inc case,point,,2020-07-12,2020-08-01,1687.36
1073,4 wk ahead inc case,point,,2020-07-12,2020-08-08,1968.75
1073,5 wk ahead inc case,point,,2020-07-12,2020-08-15,2279.95
1073,6 wk ahead inc case,point,,2020-07-12,2020-08-22,2617.55
1073,7 wk ahead inc case,point,,2020-07-12,2020-08-29,2975.35
1073,8 wk ahead inc case,point,,2020-07-12,2020-09-05,3344.01
1077,1 wk ahead inc case,point,,2020-07-12,2020-07-18,90.12
1077,2 wk ahead inc case,point,,2020-07-12,2020-07-25,116.04
1077,3 wk ahead inc case,point,,2020-07-12,2020-08-01,126.81
1077,4 wk ahead inc case,point,,2020-07-12,2020-08-08,135.97
1077,5 wk ahead inc case,point,,2020-07-12,2020-08-15,142.98
1077,6 wk ahead inc case,point,,2020-07-12,2020-08-22,147.44
1077,7 wk ahead inc case,point,,2020-07-12,2020-08-29,149.16
1077,8 wk ahead inc case,point,,2020-07-12,2020-09-05,148.15
1081,1 wk ahead inc case,point,,2020-07-12,2020-07-18,178.63
1081,2 wk ahead inc case,point,,2020-07-12,2020-07-25,226.63
1081,3 wk ahead inc case,point,,2020-07-12,2020-08-01,246.18
1081,4 wk ahead inc case,point,,2020-07-12,2020-08-08,265.17
1081,5 wk ahead inc case,point,,2020-07-12,2020-08-15,283.04
1081,6 wk ahead inc case,point,,2020-07-12,2020-08-22,299.2
1081,7 wk ahead inc case,point,,2020-07-12,2020-08-29,313.09
1081,8 wk ahead inc case,point,,2020-07-12,2020-09-05,324.16
1083,1 wk ahead inc case,point,,2020-07-12,2020-07-18,118.44
1083,2 wk ahead inc case,point,,2020-07-12,2020-07-25,156.3
1083,3 wk ahead inc case,point,,2020-07-12,2020-08-01,173.98
1083,4 wk ahead inc case,point,,2020-07-12,2020-08-08,188.28
1083,5 wk ahead inc case,point,,2020-07-12,2020-08-15,197.93
1083,6 wk ahead inc case,point,,2020-07-12,2020-08-22,202.17
1083,7 wk ahead inc case,point,,2020-07-12,2020-08-29,200.92
1083,8 wk ahead inc case,point,,2020-07-12,2020-09-05,194.74
1089,1 wk ahead inc case,point,,2020-07-12,2020-07-18,451.55
1089,2 wk ahead inc case,point,,2020-07-12,2020-07-25,637.26
1089,3 wk ahead inc case,point,,2020-07-12,2020-08-01,766.87
1089,4 wk ahead inc case,point,,2020-07-12,2020-08-08,900.86
1089,5 wk ahead inc case,point,,2020-07-12,2020-08-15,1028.83
1089,6 wk ahead inc case,point,,2020-07-12,2020-08-22,1137.9
1089,7 wk ahead inc case,point,,2020-07-12,2020-08-29,1214.87
1089,8 wk ahead inc case,point,,2020-07-12,2020-09-05,1249.25
1095,1 wk ahead inc case,point,,2020-07-12,2020-07-18,248.21
1095,2 wk ahead inc case,point,,2020-07-12,2020-07-25,310.63
1095,3 wk ahead inc case,point,,2020-07-12,2020-08-01,330.69
1095,4 wk ahead inc case,point,,2020-07-12,2020-08-08,347.1
1095,5 wk ahead inc case,point,,2020-07-12,2020-08-15,359.05
1095,6 wk ahead inc case,point,,2020-07-12,2020-08-22,365.95
1095,7 wk ahead inc case,point,,2020-07-12,2020-08-29,367.51
1095,8 wk ahead inc case,point,,2020-07-12,2020-09-05,363.75
1097,1 wk ahead inc case,point,,2020-07-12,2020-07-18,269.26
1097,2 wk ahead inc case,point,,2020-07-12,2020-07-25,301.74
1097,3 wk ahead inc case,point,,2020-07-12,2020-08-01,285.63
1097,4 wk ahead inc case,point,,2020-07-12,2020-08-08,267.39
1097,5 wk ahead inc case,point,,2020-07-12,2020-08-15,247.79
1097,6 wk ahead inc case,point,,2020-07-12,2020-08-22,227.57
1097,7 wk ahead inc case,point,,2020-07-12,2020-08-29,207.35
1097,8 wk ahead inc case,point,,2020-07-12,2020-09-05,187.62
1101,1 wk ahead inc case,point,,2020-07-12,2020-07-18,468.15
1101,2 wk ahead inc case,point,,2020-07-12,2020-07-25,510.4
1101,3 wk ahead inc case,point,,2020-07-12,2020-08-01,461.89
1101,4 wk ahead inc case,point,,2020-07-12,2020-08-08,407.69
1101,5 wk ahead inc case,point,,2020-07-12,2020-08-15,352.18
1101,6 wk ahead inc case,point,,2020-07-12,2020-08-22,298.74
1101,7 wk ahead inc case,point,,2020-07-12,2020-08-29,249.62
1101,8 wk ahead inc case,point,,2020-07-12,2020-09-05,206.02
1103,1 wk ahead inc case,point,,2020-07-12,2020-07-18,243.2
1103,2 wk ahead inc case,point,,2020-07-12,2020-07-25,316.35
1103,3 wk ahead inc case,point,,2020-07-12,2020-08-01,347.72
1103,4 wk ahead inc case,point,,2020-07-12,2020-08-08,372.8
1103,5 wk ahead inc case,point,,2020-07-12,2020-08-15,389.64
1103,6 wk ahead inc case,point,,2020-07-12,2020-08-22,397.04
1103,7 wk ahead inc case,point,,2020-07-12,2020-08-29,394.82
1103,8 wk ahead inc case,point,,2020-07-12,2020-09-05,383.71
