,forecast_date,target,target_end_date,location,location_name,type,quantile,value
4048,2020-04-22,31 day ahead cum death,2020-05-23,29,Missouri,point,,536.0
4071,2020-04-22,31 day ahead cum death,2020-05-23,32,Nevada,point,,386.0
4094,2020-04-22,31 day ahead cum death,2020-05-23,11,District of Columbia,point,,362.0
4117,2020-04-22,31 day ahead cum death,2020-05-23,28,Mississippi,point,,584.0
4140,2020-04-22,31 day ahead cum death,2020-05-23,46,South Dakota,point,,82.0
4163,2020-04-22,31 day ahead cum death,2020-05-23,34,New Jersey,point,,11021.0
4186,2020-04-22,31 day ahead cum death,2020-05-23,24,Maryland,point,,2174.0
4209,2020-04-22,31 day ahead cum death,2020-05-23,17,Illinois,point,,4857.0
4232,2020-04-22,31 day ahead cum death,2020-05-23,45,South Carolina,point,,300.0
4255,2020-04-22,31 day ahead cum death,2020-05-23,48,Texas,point,,1227.0
4278,2020-04-22,31 day ahead cum death,2020-05-23,18,Indiana,point,,1672.0
4301,2020-04-22,31 day ahead cum death,2020-05-23,50,Vermont,point,,62.0
4324,2020-04-22,31 day ahead cum death,2020-05-23,13,Georgia,point,,1260.0
4347,2020-04-22,31 day ahead cum death,2020-05-23,31,Nebraska,point,,241.0
4370,2020-04-22,31 day ahead cum death,2020-05-23,44,Rhode Island,point,,761.0
4393,2020-04-22,31 day ahead cum death,2020-05-23,49,Utah,point,,48.0
4416,2020-04-22,31 day ahead cum death,2020-05-23,42,Pennsylvania,point,,3787.0
4439,2020-04-22,31 day ahead cum death,2020-05-23,51,Virginia,point,,1386.0
4462,2020-04-22,31 day ahead cum death,2020-05-23,9,Connecticut,point,,4734.0
4485,2020-04-22,31 day ahead cum death,2020-05-23,33,New Hampshire,point,,133.0
4508,2020-04-22,31 day ahead cum death,2020-05-23,2,Alaska,point,,15.0
4531,2020-04-22,31 day ahead cum death,2020-05-23,38,North Dakota,point,,72.0
4554,2020-04-22,31 day ahead cum death,2020-05-23,53,Washington,point,,821.0
4577,2020-04-22,31 day ahead cum death,2020-05-23,35,New Mexico,point,,207.0
4600,2020-04-22,31 day ahead cum death,2020-05-23,40,Oklahoma,point,,348.0
4623,2020-04-22,31 day ahead cum death,2020-05-23,54,West Virginia,point,,44.0
4646,2020-04-22,31 day ahead cum death,2020-05-23,19,Iowa,point,,466.0
4669,2020-04-22,31 day ahead cum death,2020-05-23,1,Alabama,point,,495.0
4692,2020-04-22,22 day ahead cum death,2020-05-14,37,North Carolina,point,,528.0
4715,2020-04-22,22 day ahead cum death,2020-05-14,41,Oregon,point,,145.0
4738,2020-04-22,22 day ahead cum death,2020-05-14,20,Kansas,point,,258.0
4761,2020-04-22,22 day ahead cum death,2020-05-14,23,Maine,point,,72.0
4784,2020-04-22,22 day ahead cum death,2020-05-14,16,Idaho,point,,77.0
4807,2020-04-22,22 day ahead cum death,2020-05-14,5,Arkansas,point,,112.0
4830,2020-04-22,22 day ahead cum death,2020-05-14,26,Michigan,point,,4949.0
4853,2020-04-22,22 day ahead cum death,2020-05-14,36,New York,point,,30871.0
4876,2020-04-22,22 day ahead cum death,2020-05-14,4,Arizona,point,,412.0
4899,2020-04-22,22 day ahead cum death,2020-05-14,25,Massachusetts,point,,5283.0
4922,2020-04-22,22 day ahead cum death,2020-05-14,8,Colorado,point,,1026.0
4945,2020-04-22,22 day ahead cum death,2020-05-14,21,Kentucky,point,,377.0
4968,2020-04-22,22 day ahead cum death,2020-05-14,56,Wyoming,point,,4.0
4991,2020-04-22,22 day ahead cum death,2020-05-14,30,Montana,point,,10.0
5014,2020-04-22,22 day ahead cum death,2020-05-14,47,Tennessee,point,,357.0
5037,2020-04-22,22 day ahead cum death,2020-05-14,12,Florida,point,,1726.0
5060,2020-04-22,22 day ahead cum death,2020-05-14,27,Minnesota,point,,408.0
5083,2020-04-22,22 day ahead cum death,2020-05-14,6,California,point,,2684.0
5106,2020-04-22,22 day ahead cum death,2020-05-14,39,Ohio,point,,1622.0
5129,2020-04-22,22 day ahead cum death,2020-05-14,10,Delaware,point,,280.0
5152,2020-04-22,22 day ahead cum death,2020-05-14,22,Louisiana,point,,1986.0
5175,2020-04-22,22 day ahead cum death,2020-05-14,15,Hawaii,point,,18.0
5198,2020-04-22,22 day ahead cum death,2020-05-14,55,Wisconsin,point,,525.0
5221,2020-04-22,22 day ahead cum death,2020-05-14,29,Missouri,point,,476.0
5244,2020-04-22,22 day ahead cum death,2020-05-14,32,Nevada,point,,347.0
5267,2020-04-22,22 day ahead cum death,2020-05-14,11,District of Columbia,point,,303.0
5290,2020-04-22,22 day ahead cum death,2020-05-14,28,Mississippi,point,,481.0
5313,2020-04-22,22 day ahead cum death,2020-05-14,46,South Dakota,point,,57.0
5336,2020-04-22,22 day ahead cum death,2020-05-14,34,New Jersey,point,,9862.0
5359,2020-04-22,22 day ahead cum death,2020-05-14,24,Maryland,point,,1766.0
5382,2020-04-22,22 day ahead cum death,2020-05-14,17,Illinois,point,,4034.0
5405,2020-04-22,22 day ahead cum death,2020-05-14,45,South Carolina,point,,271.0
5428,2020-04-22,22 day ahead cum death,2020-05-14,48,Texas,point,,1123.0
5451,2020-04-22,22 day ahead cum death,2020-05-14,18,Indiana,point,,1466.0
5474,2020-04-22,22 day ahead cum death,2020-05-14,50,Vermont,point,,59.0
5497,2020-04-22,22 day ahead cum death,2020-05-14,13,Georgia,point,,1205.0
5520,2020-04-22,22 day ahead cum death,2020-05-14,31,Nebraska,point,,170.0
5543,2020-04-22,22 day ahead cum death,2020-05-14,44,Rhode Island,point,,612.0
5566,2020-04-22,22 day ahead cum death,2020-05-14,49,Utah,point,,46.0
5589,2020-04-22,22 day ahead cum death,2020-05-14,42,Pennsylvania,point,,3333.0
5612,2020-04-22,22 day ahead cum death,2020-05-14,51,Virginia,point,,1064.0
5635,2020-04-22,22 day ahead cum death,2020-05-14,9,Connecticut,point,,3932.0
5658,2020-04-22,22 day ahead cum death,2020-05-14,33,New Hampshire,point,,110.0
5681,2020-04-22,22 day ahead cum death,2020-05-14,2,Alaska,point,,14.0
5704,2020-04-22,22 day ahead cum death,2020-05-14,38,North Dakota,point,,49.0
5727,2020-04-22,22 day ahead cum death,2020-05-14,53,Washington,point,,809.0
5750,2020-04-22,22 day ahead cum death,2020-05-14,35,New Mexico,point,,174.0
5773,2020-04-22,22 day ahead cum death,2020-05-14,40,Oklahoma,point,,317.0
5796,2020-04-22,22 day ahead cum death,2020-05-14,54,West Virginia,point,,40.0
5819,2020-04-22,22 day ahead cum death,2020-05-14,19,Iowa,point,,343.0
5842,2020-04-22,22 day ahead cum death,2020-05-14,1,Alabama,point,,430.0
5865,2020-04-22,41 day ahead cum death,2020-06-02,37,North Carolina,point,,738.0
5888,2020-04-22,41 day ahead cum death,2020-06-02,41,Oregon,point,,170.0
5911,2020-04-22,41 day ahead cum death,2020-06-02,20,Kansas,point,,336.0
5934,2020-04-22,41 day ahead cum death,2020-06-02,23,Maine,point,,92.0
5957,2020-04-22,41 day ahead cum death,2020-06-02,16,Idaho,point,,85.0
5980,2020-04-22,41 day ahead cum death,2020-06-02,5,Arkansas,point,,156.0
6003,2020-04-22,41 day ahead cum death,2020-06-02,26,Michigan,point,,5702.0
