location,target,target_end_date,forecast_date,type,quantile,value
16,1 wk ahead cum death,2020-07-11,2020-07-05,point,,109
17,1 wk ahead cum death,2020-07-11,2020-07-05,point,,7302
18,1 wk ahead cum death,2020-07-11,2020-07-05,point,,2785
19,1 wk ahead cum death,2020-07-11,2020-07-05,point,,784
20,1 wk ahead cum death,2020-07-11,2020-07-05,point,,316
21,1 wk ahead cum death,2020-07-11,2020-07-05,point,,620
22,1 wk ahead cum death,2020-07-11,2020-07-05,point,,3416
23,1 wk ahead cum death,2020-07-11,2020-07-05,point,,115
24,1 wk ahead cum death,2020-07-11,2020-07-05,point,,3376
25,1 wk ahead cum death,2020-07-11,2020-07-05,point,,8386
26,1 wk ahead cum death,2020-07-11,2020-07-05,point,,6352
27,1 wk ahead cum death,2020-07-11,2020-07-05,point,,1582
28,1 wk ahead cum death,2020-07-11,2020-07-05,point,,1179
29,1 wk ahead cum death,2020-07-11,2020-07-05,point,,1099
30,1 wk ahead cum death,2020-07-11,2020-07-05,point,,25
31,1 wk ahead cum death,2020-07-11,2020-07-05,point,,323
32,1 wk ahead cum death,2020-07-11,2020-07-05,point,,580
33,1 wk ahead cum death,2020-07-11,2020-07-05,point,,404
34,1 wk ahead cum death,2020-07-11,2020-07-05,point,,16547
35,1 wk ahead cum death,2020-07-11,2020-07-05,point,,542
36,1 wk ahead cum death,2020-07-11,2020-07-05,point,,32934
37,1 wk ahead cum death,2020-07-11,2020-07-05,point,,1571
38,1 wk ahead cum death,2020-07-11,2020-07-05,point,,87
39,1 wk ahead cum death,2020-07-11,2020-07-05,point,,3054
40,1 wk ahead cum death,2020-07-11,2020-07-05,point,,430
41,1 wk ahead cum death,2020-07-11,2020-07-05,point,,235
42,1 wk ahead cum death,2020-07-11,2020-07-05,point,,6948
44,1 wk ahead cum death,2020-07-11,2020-07-05,point,,992
45,1 wk ahead cum death,2020-07-11,2020-07-05,point,,926
46,1 wk ahead cum death,2020-07-11,2020-07-05,point,,111
47,1 wk ahead cum death,2020-07-11,2020-07-05,point,,751
48,1 wk ahead cum death,2020-07-11,2020-07-05,point,,3037
49,1 wk ahead cum death,2020-07-11,2020-07-05,point,,235
50,1 wk ahead cum death,2020-07-11,2020-07-05,point,,58
51,1 wk ahead cum death,2020-07-11,2020-07-05,point,,1984
53,1 wk ahead cum death,2020-07-11,2020-07-05,point,,1430
54,1 wk ahead cum death,2020-07-11,2020-07-05,point,,100
55,1 wk ahead cum death,2020-07-11,2020-07-05,point,,859
56,1 wk ahead cum death,2020-07-11,2020-07-05,point,,23
US,1 wk ahead cum death,2020-07-11,2020-07-05,point,,135877
01,2 wk ahead cum death,2020-07-18,2020-07-05,point,,1227
02,2 wk ahead cum death,2020-07-18,2020-07-05,point,,20
04,2 wk ahead cum death,2020-07-18,2020-07-05,point,,2662
05,2 wk ahead cum death,2020-07-18,2020-07-05,point,,372
06,2 wk ahead cum death,2020-07-18,2020-07-05,point,,7389
08,2 wk ahead cum death,2020-07-18,2020-07-05,point,,1814
09,2 wk ahead cum death,2020-07-18,2020-07-05,point,,4481
10,2 wk ahead cum death,2020-07-18,2020-07-05,point,,608
11,2 wk ahead cum death,2020-07-18,2020-07-05,point,,593
12,2 wk ahead cum death,2020-07-18,2020-07-05,point,,4630
13,2 wk ahead cum death,2020-07-18,2020-07-05,point,,3197
15,2 wk ahead cum death,2020-07-18,2020-07-05,point,,22
16,2 wk ahead cum death,2020-07-18,2020-07-05,point,,121
17,2 wk ahead cum death,2020-07-18,2020-07-05,point,,7509
18,2 wk ahead cum death,2020-07-18,2020-07-05,point,,2853
19,2 wk ahead cum death,2020-07-18,2020-07-05,point,,830
20,2 wk ahead cum death,2020-07-18,2020-07-05,point,,340
21,2 wk ahead cum death,2020-07-18,2020-07-05,point,,651
22,2 wk ahead cum death,2020-07-18,2020-07-05,point,,3510
23,2 wk ahead cum death,2020-07-18,2020-07-05,point,,120
24,2 wk ahead cum death,2020-07-18,2020-07-05,point,,3474
25,2 wk ahead cum death,2020-07-18,2020-07-05,point,,8535
26,2 wk ahead cum death,2020-07-18,2020-07-05,point,,6451
27,2 wk ahead cum death,2020-07-18,2020-07-05,point,,1637
28,2 wk ahead cum death,2020-07-18,2020-07-05,point,,1230
29,2 wk ahead cum death,2020-07-18,2020-07-05,point,,1136
30,2 wk ahead cum death,2020-07-18,2020-07-05,point,,27
31,2 wk ahead cum death,2020-07-18,2020-07-05,point,,352
32,2 wk ahead cum death,2020-07-18,2020-07-05,point,,614
33,2 wk ahead cum death,2020-07-18,2020-07-05,point,,422
34,2 wk ahead cum death,2020-07-18,2020-07-05,point,,17528
35,2 wk ahead cum death,2020-07-18,2020-07-05,point,,563
36,2 wk ahead cum death,2020-07-18,2020-07-05,point,,33471
37,2 wk ahead cum death,2020-07-18,2020-07-05,point,,1681
38,2 wk ahead cum death,2020-07-18,2020-07-05,point,,93
39,2 wk ahead cum death,2020-07-18,2020-07-05,point,,3162
40,2 wk ahead cum death,2020-07-18,2020-07-05,point,,454
41,2 wk ahead cum death,2020-07-18,2020-07-05,point,,251
42,2 wk ahead cum death,2020-07-18,2020-07-05,point,,7092
44,2 wk ahead cum death,2020-07-18,2020-07-05,point,,1017
45,2 wk ahead cum death,2020-07-18,2020-07-05,point,,1025
46,2 wk ahead cum death,2020-07-18,2020-07-05,point,,121
47,2 wk ahead cum death,2020-07-18,2020-07-05,point,,829
48,2 wk ahead cum death,2020-07-18,2020-07-05,point,,3337
49,2 wk ahead cum death,2020-07-18,2020-07-05,point,,273
50,2 wk ahead cum death,2020-07-18,2020-07-05,point,,60
51,2 wk ahead cum death,2020-07-18,2020-07-05,point,,2084
53,2 wk ahead cum death,2020-07-18,2020-07-05,point,,1482
54,2 wk ahead cum death,2020-07-18,2020-07-05,point,,105
55,2 wk ahead cum death,2020-07-18,2020-07-05,point,,906
56,2 wk ahead cum death,2020-07-18,2020-07-05,point,,25
US,2 wk ahead cum death,2020-07-18,2020-07-05,point,,140242
01,3 wk ahead cum death,2020-07-25,2020-07-05,point,,1295
02,3 wk ahead cum death,2020-07-25,2020-07-05,point,,22
04,3 wk ahead cum death,2020-07-25,2020-07-05,point,,2933
05,3 wk ahead cum death,2020-07-25,2020-07-05,point,,394
06,3 wk ahead cum death,2020-07-25,2020-07-05,point,,7685
08,3 wk ahead cum death,2020-07-25,2020-07-05,point,,1843
09,3 wk ahead cum death,2020-07-25,2020-07-05,point,,4519
10,3 wk ahead cum death,2020-07-25,2020-07-05,point,,633
11,3 wk ahead cum death,2020-07-25,2020-07-05,point,,602
12,3 wk ahead cum death,2020-07-25,2020-07-05,point,,4934
13,3 wk ahead cum death,2020-07-25,2020-07-05,point,,3283
15,3 wk ahead cum death,2020-07-25,2020-07-05,point,,23
16,3 wk ahead cum death,2020-07-25,2020-07-05,point,,128
17,3 wk ahead cum death,2020-07-25,2020-07-05,point,,7635
18,3 wk ahead cum death,2020-07-25,2020-07-05,point,,2894
19,3 wk ahead cum death,2020-07-25,2020-07-05,point,,858
20,3 wk ahead cum death,2020-07-25,2020-07-05,point,,355
21,3 wk ahead cum death,2020-07-25,2020-07-05,point,,672
22,3 wk ahead cum death,2020-07-25,2020-07-05,point,,3567
23,3 wk ahead cum death,2020-07-25,2020-07-05,point,,123
24,3 wk ahead cum death,2020-07-25,2020-07-05,point,,3534
25,3 wk ahead cum death,2020-07-25,2020-07-05,point,,8626
26,3 wk ahead cum death,2020-07-25,2020-07-05,point,,6511
27,3 wk ahead cum death,2020-07-25,2020-07-05,point,,1670
28,3 wk ahead cum death,2020-07-25,2020-07-05,point,,1261
29,3 wk ahead cum death,2020-07-25,2020-07-05,point,,1161
30,3 wk ahead cum death,2020-07-25,2020-07-05,point,,28
31,3 wk ahead cum death,2020-07-25,2020-07-05,point,,370
32,3 wk ahead cum death,2020-07-25,2020-07-05,point,,635
33,3 wk ahead cum death,2020-07-25,2020-07-05,point,,432
34,3 wk ahead cum death,2020-07-25,2020-07-05,point,,18122
35,3 wk ahead cum death,2020-07-25,2020-07-05,point,,577
36,3 wk ahead cum death,2020-07-25,2020-07-05,point,,33796
37,3 wk ahead cum death,2020-07-25,2020-07-05,point,,1747
38,3 wk ahead cum death,2020-07-25,2020-07-05,point,,96
39,3 wk ahead cum death,2020-07-25,2020-07-05,point,,3228
40,3 wk ahead cum death,2020-07-25,2020-07-05,point,,469
41,3 wk ahead cum death,2020-07-25,2020-07-05,point,,260
42,3 wk ahead cum death,2020-07-25,2020-07-05,point,,7180
44,3 wk ahead cum death,2020-07-25,2020-07-05,point,,1034
45,3 wk ahead cum death,2020-07-25,2020-07-05,point,,1096
46,3 wk ahead cum death,2020-07-25,2020-07-05,point,,127
47,3 wk ahead cum death,2020-07-25,2020-07-05,point,,876
48,3 wk ahead cum death,2020-07-25,2020-07-05,point,,3519
49,3 wk ahead cum death,2020-07-25,2020-07-05,point,,296
50,3 wk ahead cum death,2020-07-25,2020-07-05,point,,61
51,3 wk ahead cum death,2020-07-25,2020-07-05,point,,2146
53,3 wk ahead cum death,2020-07-25,2020-07-05,point,,1514
54,3 wk ahead cum death,2020-07-25,2020-07-05,point,,108
55,3 wk ahead cum death,2020-07-25,2020-07-05,point,,934
56,3 wk ahead cum death,2020-07-25,2020-07-05,point,,27
US,3 wk ahead cum death,2020-07-25,2020-07-05,point,,142891
01,4 wk ahead cum death,2020-08-01,2020-07-05,point,,1341
02,4 wk ahead cum death,2020-08-01,2020-07-05,point,,23
04,4 wk ahead cum death,2020-08-01,2020-07-05,point,,3123
05,4 wk ahead cum death,2020-08-01,2020-07-05,point,,408
06,4 wk ahead cum death,2020-08-01,2020-07-05,point,,7873
08,4 wk ahead cum death,2020-08-01,2020-07-05,point,,1861
09,4 wk ahead cum death,2020-08-01,2020-07-05,point,,4542
10,4 wk ahead cum death,2020-08-01,2020-07-05,point,,648
11,4 wk ahead cum death,2020-08-01,2020-07-05,point,,607
12,4 wk ahead cum death,2020-08-01,2020-07-05,point,,5141
13,4 wk ahead cum death,2020-08-01,2020-07-05,point,,3336
15,4 wk ahead cum death,2020-08-01,2020-07-05,point,,24
16,4 wk ahead cum death,2020-08-01,2020-07-05,point,,133
17,4 wk ahead cum death,2020-08-01,2020-07-05,point,,7711
18,4 wk ahead cum death,2020-08-01,2020-07-05,point,,2919
19,4 wk ahead cum death,2020-08-01,2020-07-05,point,,875
20,4 wk ahead cum death,2020-08-01,2020-07-05,point,,364
21,4 wk ahead cum death,2020-08-01,2020-07-05,point,,686
22,4 wk ahead cum death,2020-08-01,2020-07-05,point,,3602
23,4 wk ahead cum death,2020-08-01,2020-07-05,point,,125
24,4 wk ahead cum death,2020-08-01,2020-07-05,point,,3570
25,4 wk ahead cum death,2020-08-01,2020-07-05,point,,8680
26,4 wk ahead cum death,2020-08-01,2020-07-05,point,,6547
27,4 wk ahead cum death,2020-08-01,2020-07-05,point,,1690
28,4 wk ahead cum death,2020-08-01,2020-07-05,point,,1280
29,4 wk ahead cum death,2020-08-01,2020-07-05,point,,1176
30,4 wk ahead cum death,2020-08-01,2020-07-05,point,,29
31,4 wk ahead cum death,2020-08-01,2020-07-05,point,,381
32,4 wk ahead cum death,2020-08-01,2020-07-05,point,,648
33,4 wk ahead cum death,2020-08-01,2020-07-05,point,,438
34,4 wk ahead cum death,2020-08-01,2020-07-05,point,,18481
35,4 wk ahead cum death,2020-08-01,2020-07-05,point,,585
36,4 wk ahead cum death,2020-08-01,2020-07-05,point,,33994
37,4 wk ahead cum death,2020-08-01,2020-07-05,point,,1787
38,4 wk ahead cum death,2020-08-01,2020-07-05,point,,98
39,4 wk ahead cum death,2020-08-01,2020-07-05,point,,3269
40,4 wk ahead cum death,2020-08-01,2020-07-05,point,,478
41,4 wk ahead cum death,2020-08-01,2020-07-05,point,,266
42,4 wk ahead cum death,2020-08-01,2020-07-05,point,,7233
44,4 wk ahead cum death,2020-08-01,2020-07-05,point,,1044
45,4 wk ahead cum death,2020-08-01,2020-07-05,point,,1143
46,4 wk ahead cum death,2020-08-01,2020-07-05,point,,131
47,4 wk ahead cum death,2020-08-01,2020-07-05,point,,905
48,4 wk ahead cum death,2020-08-01,2020-07-05,point,,3629
49,4 wk ahead cum death,2020-08-01,2020-07-05,point,,310
50,4 wk ahead cum death,2020-08-01,2020-07-05,point,,61
51,4 wk ahead cum death,2020-08-01,2020-07-05,point,,2184
53,4 wk ahead cum death,2020-08-01,2020-07-05,point,,1533
54,4 wk ahead cum death,2020-08-01,2020-07-05,point,,110
55,4 wk ahead cum death,2020-08-01,2020-07-05,point,,951
56,4 wk ahead cum death,2020-08-01,2020-07-05,point,,28
US,4 wk ahead cum death,2020-08-01,2020-07-05,point,,144499
01,5 wk ahead cum death,2020-08-08,2020-07-05,point,,1372
02,5 wk ahead cum death,2020-08-08,2020-07-05,point,,24
04,5 wk ahead cum death,2020-08-08,2020-07-05,point,,3258
05,5 wk ahead cum death,2020-08-08,2020-07-05,point,,416
06,5 wk ahead cum death,2020-08-08,2020-07-05,point,,7993
08,5 wk ahead cum death,2020-08-08,2020-07-05,point,,1872
09,5 wk ahead cum death,2020-08-08,2020-07-05,point,,4555
10,5 wk ahead cum death,2020-08-08,2020-07-05,point,,657
11,5 wk ahead cum death,2020-08-08,2020-07-05,point,,610
12,5 wk ahead cum death,2020-08-08,2020-07-05,point,,5279
13,5 wk ahead cum death,2020-08-08,2020-07-05,point,,3367
15,5 wk ahead cum death,2020-08-08,2020-07-05,point,,24
16,5 wk ahead cum death,2020-08-08,2020-07-05,point,,135
17,5 wk ahead cum death,2020-08-08,2020-07-05,point,,7757
18,5 wk ahead cum death,2020-08-08,2020-07-05,point,,2934
19,5 wk ahead cum death,2020-08-08,2020-07-05,point,,886
20,5 wk ahead cum death,2020-08-08,2020-07-05,point,,369
21,5 wk ahead cum death,2020-08-08,2020-07-05,point,,695
22,5 wk ahead cum death,2020-08-08,2020-07-05,point,,3623
23,5 wk ahead cum death,2020-08-08,2020-07-05,point,,126
24,5 wk ahead cum death,2020-08-08,2020-07-05,point,,3592
25,5 wk ahead cum death,2020-08-08,2020-07-05,point,,8714
26,5 wk ahead cum death,2020-08-08,2020-07-05,point,,6569
27,5 wk ahead cum death,2020-08-08,2020-07-05,point,,1702
28,5 wk ahead cum death,2020-08-08,2020-07-05,point,,1292
29,5 wk ahead cum death,2020-08-08,2020-07-05,point,,1186
30,5 wk ahead cum death,2020-08-08,2020-07-05,point,,29
31,5 wk ahead cum death,2020-08-08,2020-07-05,point,,387
32,5 wk ahead cum death,2020-08-08,2020-07-05,point,,655
33,5 wk ahead cum death,2020-08-08,2020-07-05,point,,442
34,5 wk ahead cum death,2020-08-08,2020-07-05,point,,18698
35,5 wk ahead cum death,2020-08-08,2020-07-05,point,,591
36,5 wk ahead cum death,2020-08-08,2020-07-05,point,,34115
37,5 wk ahead cum death,2020-08-08,2020-07-05,point,,1811
38,5 wk ahead cum death,2020-08-08,2020-07-05,point,,99
39,5 wk ahead cum death,2020-08-08,2020-07-05,point,,3294
40,5 wk ahead cum death,2020-08-08,2020-07-05,point,,483
41,5 wk ahead cum death,2020-08-08,2020-07-05,point,,269
42,5 wk ahead cum death,2020-08-08,2020-07-05,point,,7265
44,5 wk ahead cum death,2020-08-08,2020-07-05,point,,1050
45,5 wk ahead cum death,2020-08-08,2020-07-05,point,,1175
46,5 wk ahead cum death,2020-08-08,2020-07-05,point,,133
47,5 wk ahead cum death,2020-08-08,2020-07-05,point,,922
48,5 wk ahead cum death,2020-08-08,2020-07-05,point,,3696
49,5 wk ahead cum death,2020-08-08,2020-07-05,point,,319
50,5 wk ahead cum death,2020-08-08,2020-07-05,point,,62
51,5 wk ahead cum death,2020-08-08,2020-07-05,point,,2207
53,5 wk ahead cum death,2020-08-08,2020-07-05,point,,1544
54,5 wk ahead cum death,2020-08-08,2020-07-05,point,,111
55,5 wk ahead cum death,2020-08-08,2020-07-05,point,,961
56,5 wk ahead cum death,2020-08-08,2020-07-05,point,,28
US,5 wk ahead cum death,2020-08-08,2020-07-05,point,,145474
01,6 wk ahead cum death,2020-08-15,2020-07-05,point,,1392
02,6 wk ahead cum death,2020-08-15,2020-07-05,point,,25
04,6 wk ahead cum death,2020-08-15,2020-07-05,point,,3352
05,6 wk ahead cum death,2020-08-15,2020-07-05,point,,421
06,6 wk ahead cum death,2020-08-15,2020-07-05,point,,8068
08,6 wk ahead cum death,2020-08-15,2020-07-05,point,,1878
09,6 wk ahead cum death,2020-08-15,2020-07-05,point,,4564
10,6 wk ahead cum death,2020-08-15,2020-07-05,point,,662
11,6 wk ahead cum death,2020-08-15,2020-07-05,point,,612
12,6 wk ahead cum death,2020-08-15,2020-07-05,point,,5368
13,6 wk ahead cum death,2020-08-15,2020-07-05,point,,3387
15,6 wk ahead cum death,2020-08-15,2020-07-05,point,,24
16,6 wk ahead cum death,2020-08-15,2020-07-05,point,,137
17,6 wk ahead cum death,2020-08-15,2020-07-05,point,,7785
18,6 wk ahead cum death,2020-08-15,2020-07-05,point,,2943
19,6 wk ahead cum death,2020-08-15,2020-07-05,point,,892
20,6 wk ahead cum death,2020-08-15,2020-07-05,point,,372
21,6 wk ahead cum death,2020-08-15,2020-07-05,point,,701
22,6 wk ahead cum death,2020-08-15,2020-07-05,point,,3636
23,6 wk ahead cum death,2020-08-15,2020-07-05,point,,127
24,6 wk ahead cum death,2020-08-15,2020-07-05,point,,3605
25,6 wk ahead cum death,2020-08-15,2020-07-05,point,,8734
26,6 wk ahead cum death,2020-08-15,2020-07-05,point,,6582
27,6 wk ahead cum death,2020-08-15,2020-07-05,point,,1710
28,6 wk ahead cum death,2020-08-15,2020-07-05,point,,1299
29,6 wk ahead cum death,2020-08-15,2020-07-05,point,,1193
30,6 wk ahead cum death,2020-08-15,2020-07-05,point,,29
31,6 wk ahead cum death,2020-08-15,2020-07-05,point,,391
32,6 wk ahead cum death,2020-08-15,2020-07-05,point,,660
33,6 wk ahead cum death,2020-08-15,2020-07-05,point,,445
34,6 wk ahead cum death,2020-08-15,2020-07-05,point,,18829
35,6 wk ahead cum death,2020-08-15,2020-07-05,point,,594
36,6 wk ahead cum death,2020-08-15,2020-07-05,point,,34188
37,6 wk ahead cum death,2020-08-15,2020-07-05,point,,1826
38,6 wk ahead cum death,2020-08-15,2020-07-05,point,,100
39,6 wk ahead cum death,2020-08-15,2020-07-05,point,,3310
40,6 wk ahead cum death,2020-08-15,2020-07-05,point,,486
41,6 wk ahead cum death,2020-08-15,2020-07-05,point,,271
42,6 wk ahead cum death,2020-08-15,2020-07-05,point,,7285
44,6 wk ahead cum death,2020-08-15,2020-07-05,point,,1054
45,6 wk ahead cum death,2020-08-15,2020-07-05,point,,1195
46,6 wk ahead cum death,2020-08-15,2020-07-05,point,,135
47,6 wk ahead cum death,2020-08-15,2020-07-05,point,,932
48,6 wk ahead cum death,2020-08-15,2020-07-05,point,,3737
49,6 wk ahead cum death,2020-08-15,2020-07-05,point,,324
50,6 wk ahead cum death,2020-08-15,2020-07-05,point,,62
51,6 wk ahead cum death,2020-08-15,2020-07-05,point,,2222
53,6 wk ahead cum death,2020-08-15,2020-07-05,point,,1551
54,6 wk ahead cum death,2020-08-15,2020-07-05,point,,111
55,6 wk ahead cum death,2020-08-15,2020-07-05,point,,968
56,6 wk ahead cum death,2020-08-15,2020-07-05,point,,29
US,6 wk ahead cum death,2020-08-15,2020-07-05,point,,146066
01,7 wk ahead cum death,2020-08-22,2020-07-05,point,,1406
02,7 wk ahead cum death,2020-08-22,2020-07-05,point,,26
04,7 wk ahead cum death,2020-08-22,2020-07-05,point,,3419
05,7 wk ahead cum death,2020-08-22,2020-07-05,point,,424
06,7 wk ahead cum death,2020-08-22,2020-07-05,point,,8115
08,7 wk ahead cum death,2020-08-22,2020-07-05,point,,1882
09,7 wk ahead cum death,2020-08-22,2020-07-05,point,,4569
10,7 wk ahead cum death,2020-08-22,2020-07-05,point,,666
11,7 wk ahead cum death,2020-08-22,2020-07-05,point,,614
12,7 wk ahead cum death,2020-08-22,2020-07-05,point,,5425
13,7 wk ahead cum death,2020-08-22,2020-07-05,point,,3398
15,7 wk ahead cum death,2020-08-22,2020-07-05,point,,24
16,7 wk ahead cum death,2020-08-22,2020-07-05,point,,138
17,7 wk ahead cum death,2020-08-22,2020-07-05,point,,7802
18,7 wk ahead cum death,2020-08-22,2020-07-05,point,,2949
19,7 wk ahead cum death,2020-08-22,2020-07-05,point,,896
20,7 wk ahead cum death,2020-08-22,2020-07-05,point,,374
21,7 wk ahead cum death,2020-08-22,2020-07-05,point,,705
22,7 wk ahead cum death,2020-08-22,2020-07-05,point,,3643
23,7 wk ahead cum death,2020-08-22,2020-07-05,point,,127
24,7 wk ahead cum death,2020-08-22,2020-07-05,point,,3613
25,7 wk ahead cum death,2020-08-22,2020-07-05,point,,8746
26,7 wk ahead cum death,2020-08-22,2020-07-05,point,,6590
27,7 wk ahead cum death,2020-08-22,2020-07-05,point,,1714
28,7 wk ahead cum death,2020-08-22,2020-07-05,point,,1303
29,7 wk ahead cum death,2020-08-22,2020-07-05,point,,1197
30,7 wk ahead cum death,2020-08-22,2020-07-05,point,,30
31,7 wk ahead cum death,2020-08-22,2020-07-05,point,,394
32,7 wk ahead cum death,2020-08-22,2020-07-05,point,,663
33,7 wk ahead cum death,2020-08-22,2020-07-05,point,,446
34,7 wk ahead cum death,2020-08-22,2020-07-05,point,,18909
35,7 wk ahead cum death,2020-08-22,2020-07-05,point,,596
36,7 wk ahead cum death,2020-08-22,2020-07-05,point,,34232
37,7 wk ahead cum death,2020-08-22,2020-07-05,point,,1835
38,7 wk ahead cum death,2020-08-22,2020-07-05,point,,101
39,7 wk ahead cum death,2020-08-22,2020-07-05,point,,3319
40,7 wk ahead cum death,2020-08-22,2020-07-05,point,,488
41,7 wk ahead cum death,2020-08-22,2020-07-05,point,,273
42,7 wk ahead cum death,2020-08-22,2020-07-05,point,,7297
44,7 wk ahead cum death,2020-08-22,2020-07-05,point,,1057
45,7 wk ahead cum death,2020-08-22,2020-07-05,point,,1207
46,7 wk ahead cum death,2020-08-22,2020-07-05,point,,136
47,7 wk ahead cum death,2020-08-22,2020-07-05,point,,939
48,7 wk ahead cum death,2020-08-22,2020-07-05,point,,3761
49,7 wk ahead cum death,2020-08-22,2020-07-05,point,,327
50,7 wk ahead cum death,2020-08-22,2020-07-05,point,,62
51,7 wk ahead cum death,2020-08-22,2020-07-05,point,,2230
53,7 wk ahead cum death,2020-08-22,2020-07-05,point,,1556
54,7 wk ahead cum death,2020-08-22,2020-07-05,point,,112
55,7 wk ahead cum death,2020-08-22,2020-07-05,point,,971
56,7 wk ahead cum death,2020-08-22,2020-07-05,point,,29
US,7 wk ahead cum death,2020-08-22,2020-07-05,point,,146426
01,8 wk ahead cum death,2020-08-29,2020-07-05,point,,1414
02,8 wk ahead cum death,2020-08-29,2020-07-05,point,,26
04,8 wk ahead cum death,2020-08-29,2020-07-05,point,,3466
05,8 wk ahead cum death,2020-08-29,2020-07-05,point,,425
06,8 wk ahead cum death,2020-08-29,2020-07-05,point,,8144
08,8 wk ahead cum death,2020-08-29,2020-07-05,point,,1884
09,8 wk ahead cum death,2020-08-29,2020-07-05,point,,4572
10,8 wk ahead cum death,2020-08-29,2020-07-05,point,,668
11,8 wk ahead cum death,2020-08-29,2020-07-05,point,,614
12,8 wk ahead cum death,2020-08-29,2020-07-05,point,,5461
13,8 wk ahead cum death,2020-08-29,2020-07-05,point,,3405
15,8 wk ahead cum death,2020-08-29,2020-07-05,point,,24
16,8 wk ahead cum death,2020-08-29,2020-07-05,point,,139
17,8 wk ahead cum death,2020-08-29,2020-07-05,point,,7812
18,8 wk ahead cum death,2020-08-29,2020-07-05,point,,2952
19,8 wk ahead cum death,2020-08-29,2020-07-05,point,,898
20,8 wk ahead cum death,2020-08-29,2020-07-05,point,,375
21,8 wk ahead cum death,2020-08-29,2020-07-05,point,,708
22,8 wk ahead cum death,2020-08-29,2020-07-05,point,,3648
23,8 wk ahead cum death,2020-08-29,2020-07-05,point,,127
24,8 wk ahead cum death,2020-08-29,2020-07-05,point,,3618
25,8 wk ahead cum death,2020-08-29,2020-07-05,point,,8753
26,8 wk ahead cum death,2020-08-29,2020-07-05,point,,6595
27,8 wk ahead cum death,2020-08-29,2020-07-05,point,,1717
28,8 wk ahead cum death,2020-08-29,2020-07-05,point,,1306
29,8 wk ahead cum death,2020-08-29,2020-07-05,point,,1199
30,8 wk ahead cum death,2020-08-29,2020-07-05,point,,30
31,8 wk ahead cum death,2020-08-29,2020-07-05,point,,395
32,8 wk ahead cum death,2020-08-29,2020-07-05,point,,665
33,8 wk ahead cum death,2020-08-29,2020-07-05,point,,447
34,8 wk ahead cum death,2020-08-29,2020-07-05,point,,18957
35,8 wk ahead cum death,2020-08-29,2020-07-05,point,,597
